ts_code,ann_date,end_date,roe,roa,grossprofit_margin,debt_to_assets,ocfps,netprofit_yoy,or_yoy
000001.SZ,20251025,20250930,7.5711,,,91.0187,3.7,-3.4987,-9.7811
000001.SZ,20250823,20250630,4.9497,,,91.318,9.0,-3.8989,-10.0438
000001.SZ,20250419,20250331,2.8165,,,91.2405,8.4,-5.5987,-13.0539
000001.SZ,20250419,20250331,2.8165,,,91.2405,8.4,-5.5987,-13.0539
000001.SZ,20250315,20241231,9.2038,,,91.4228,3.26,-4.1912,-10.9315
000001.SZ,20241019,20240930,8.2528,,,91.4641,7.07,0.2372,-12.5766
000001.SZ,20240816,20240630,5.4242,,,91.6255,5.86,1.938,-12.9534
000001.SZ,20240816,20240630,5.4242,,,91.6255,5.8602,1.938,-12.9534
000001.SZ,20240420,20240331,3.1176,,,91.5248,-1.1,2.26,-14.0317
000001.SZ,20240315,20231231,10.2436,,,91.5461,4.76,2.063,-8.4471
000001.SZ,20231025,20230930,8.8025,,,91.555,5.974,8.1181,-7.6889
000001.SZ,20230824,20230630,5.7258,,,91.7813,2.28,14.9357,-3.7078
000001.SZ,20230425,20230331,3.3133,,,91.8117,5.62,13.6342,-2.4001
000001.SZ,20230425,20230331,3.3133,,,91.8117,5.62,13.6342,-2.4001
000001.SZ,20230309,20221231,10.966,,,91.8316,6.93,25.2642,6.2061
000001.SZ,20230309,20221231,10.966,,,91.8316,6.93,25.2642,6.2061
000001.SZ,20221025,20220930,8.9322,,,91.8119,4.77,25.8246,8.7074
000001.SZ,20221025,20220930,8.9322,,,91.8119,4.77,25.8246,8.7074
000001.SZ,20220818,20220630,5.4704,,,91.9335,7.75,25.6213,8.6703
000001.SZ,20220818,20220630,5.4704,,,91.9335,7.75,25.6213,8.6703
000001.SZ,20220427,20220331,3.206,,,92.0637,7.5816,26.8259,10.5748
000001.SZ,20220427,20220331,3.206,,,92.0637,7.5816,26.8259,10.5748
000001.SZ,20220310,20211231,9.5674,,,91.9647,-9.93,25.6084,10.317
000001.SZ,20220310,20211231,9.5674,,,91.9647,-9.93,25.6084,10.317
000001.SZ,20211021,20210930,7.7385,,,91.9874,-6.48,30.0786,9.116
000001.SZ,20211021,20210930,7.7385,,,91.9874,-6.48,30.0786,9.116
000001.SZ,20210820,20210630,4.7437,,,92.0146,-5.98,28.5495,8.1095
000001.SZ,20210820,20210630,4.7437,,,92.0146,-5.98,28.5495,8.1095
000001.SZ,20210421,20210331,2.7505,,,91.8518,-0.6,18.5307,10.183
000001.SZ,20210421,20210331,2.7505,,,91.8518,-0.6,18.5307,10.183
000001.SZ,20210202,20201231,8.5445,,,91.8512,-0.83,2.5998,11.2962
000001.SZ,20210202,20201231,8.5445,,,91.8512,-0.83,2.5998,11.2962
000001.SZ,20201022,20200930,6.6685,,,91.7465,1.58,-5.1776,13.2151
000001.SZ,20201022,20200930,6.6685,,,91.7465,1.58,-5.1776,13.2151
000001.SZ,20200828,20200630,4.1175,,,91.5906,-1.32,-11.1991,15.4786
000001.SZ,20200828,20200630,4.1175,,,91.5906,-1.32,-11.1991,15.4786
000001.SZ,20200421,20200331,2.5695,,,91.4731,0.93,14.7999,16.7816
000001.SZ,20200421,20200331,2.5695,,,91.4731,0.93,14.7999,16.7816
000001.SZ,20200214,20191231,10.1966,,,92.0544,-2.06,13.6071,18.1997
000001.SZ,20200214,20191231,10.1966,,,92.0544,-2.06,13.6071,18.1997
000001.SZ,20191022,20190930,8.9454,,,92.2304,4.35,15.4722,18.8013
000001.SZ,20191022,20190930,8.9454,,,92.2304,4.35,15.4722,18.8013
000001.SZ,20190808,20190630,6.2028,,,92.8538,1.54,15.1885,18.4972
000001.SZ,20190808,20190630,6.2028,,,92.8538,1.54,15.1885,18.4972
000001.SZ,20190424,20190331,3.0331,,,92.8916,3.1,12.9037,15.8781
000001.SZ,20190424,20190331,3.0331,,,92.8916,3.1,12.9037,15.8781
000001.SZ,20190307,20181231,10.7415,,,92.9783,-3.34,7.0249,10.3322
000001.SZ,20190307,20181231,10.7415,,,92.9783,-3.34,7.0249,10.3322
000001.SZ,20181024,20180930,8.9467,,,92.9825,-0.66,6.8031,8.558
000001.SZ,20181024,20180930,8.9467,,,92.9825,-0.66,6.8031,8.558
000001.SZ,20180816,20180630,5.9405,,,93.225,0.43,6.5159,5.8666
000001.SZ,20180816,20180630,5.9405,,,93.225,0.43,6.5159,5.8666
000001.SZ,20180420,20180331,2.9611,,,93.3088,2.41,6.1313,1.082
000001.SZ,20180420,20180331,2.9611,,,93.3088,2.41,6.1313,1.082
000001.SZ,20180315,20171231,10.9324,,,93.1644,-6.92,2.6107,-1.7908
000001.SZ,20180315,20171231,10.9324,,,93.1644,-6.92,2.6107,-1.7908
000001.SZ,20171021,20170930,9.1144,,,93.0482,-9.2,2.3185,-2.6047
000001.SZ,20171021,20170930,9.1144,,,93.0482,-9.2,2.3185,-2.6047
000001.SZ,20170811,20170630,6.0702,,,93.1616,-7.47,2.1315,-1.2708
000001.SZ,20170811,20170630,6.0702,,,93.1616,-7.47,2.1315,-1.2708
000001.SZ,20170422,20170331,3.0319,,,93.0896,-6.7,2.1032,0.6538
000001.SZ,20170422,20170331,3.0319,,,93.0896,-6.7,2.1032,0.6538
000001.SZ,20170317,20161231,12.4283,,,93.1547,0.64,3.357,12.0129
000001.SZ,20170317,20161231,12.4283,,,93.1547,0.64,3.357,12.0129
000001.SZ,20161021,20160930,10.4073,,,92.8982,-8.91,5.5186,15.2013
000001.SZ,20161021,20160930,10.4073,,,92.8982,-8.91,5.5186,15.2013
000001.SZ,20160812,20160630,6.9604,,,93.156,-1.93,6.1027,17.5931
000001.SZ,20160812,20160630,6.9604,,,93.156,-1.93,6.1027,17.5931
000001.SZ,20160421,20160331,3.487,,,93.0042,4.14,8.1187,33.1914
000001.SZ,20160421,20160331,3.487,,,93.0042,4.14,8.1187,33.1914
000001.SZ,20160310,20151231,14.953,,,93.5584,-0.13,10.4181,30.9998
000001.SZ,20160310,20151231,14.953,,,93.5584,-0.13,10.4181,30.9998
000001.SZ,20151023,20150930,12.3158,,,93.9541,6.43,13.0368,30.1934
000001.SZ,20151023,20150930,12.3158,,,93.9541,6.43,13.0368,30.1934
000001.SZ,20150814,20150630,8.2213,,,94.1303,12.76,15.0218,34.0944
000001.SZ,20150814,20150630,8.2213,,,94.1303,12.76,15.0218,34.0944
000001.SZ,20150424,20150331,4.2062,,,94.0687,0.84,11.3771,28.3913
000001.SZ,20150424,20150331,4.2062,,,94.0687,0.84,11.3771,28.3913
000001.SZ,20150313,20141231,16.2959,,,94.0109,2.22,30.0112,40.6561
000001.SZ,20150313,20141231,16.2959,,,94.0109,2.22,30.0112,40.6561
000001.SZ,20141024,20140930,13.1431,,,94.0898,-0.45,34.1826,46.3409
000001.SZ,20141024,20140930,13.1431,,,94.0898,-0.45,34.1826,46.3409
000001.SZ,20140814,20140630,8.6447,,,94.3393,4.68,33.7405,48.2669
000001.SZ,20140814,20140630,8.6447,,,94.3393,4.68,33.7405,48.2669
000001.SZ,20140424,20140331,4.4066,,,94.4066,6.31,40.8192,49.0465
000001.SZ,20140424,20140331,4.4066,,,94.4066,6.31,40.8192,49.0465
000001.SZ,20140307,20131231,15.4724,,,94.0752,9.63,13.6387,31.2964
000001.SZ,20140307,20131231,15.4724,,,94.0752,9.63,13.6387,31.2964
000001.SZ,20131023,20130930,13.0164,,,94.8851,12.3,14.2522,26.4603
000001.SZ,20131023,20130930,13.0164,,,94.8851,12.3,14.2522,26.4603
000001.SZ,20130823,20130630,8.5414,,,94.9895,3.51,11.3888,19.3621
000001.SZ,20130823,20130630,8.5414,,,94.9895,3.51,11.3888,19.3621
000001.SZ,20130424,20130331,4.1358,,,95.0996,2.76,4.6661,11.086
000001.SZ,20130424,20130331,4.1358,,,95.0996,2.76,4.6661,11.086
000001.SZ,20130308,20121231,16.9537,,,94.7216,36.27,30.3938,34.0909
000001.SZ,20130308,20121231,16.9537,,,94.7216,36.27,30.3938,34.0909
000001.SZ,20121026,20120930,13.2071,,,94.4688,16.16,33.1814,42.6554
000001.SZ,20121026,20120930,13.2071,,,94.4688,16.16,33.1814,42.6554
000002.SZ,20251031,20250930,-14.8067,-1.7282,9.5844,73.5147,-0.4936,-56.1354,-26.6065
000002.SZ,20250823,20250630,-6.0626,-0.4789,9.9681,73.1055,-0.2547,-21.2542,-26.2332
000002.SZ,20250430,20250331,-3.1278,-0.382,6.1003,73.4756,-0.4855,-1625.6268,-38.3145
000002.SZ,20250430,20250331,-3.1278,-0.382,6.1003,73.4756,-0.4855,-1625.6268,-38.3145
000002.SZ,20250401,20241231,-21.823,-2.9938,10.1731,73.6558,0.3185,-506.8052,-26.3157
000002.SZ,20241031,20240930,-7.4008,-0.8311,9.5021,72.4164,-0.4063,-231.728,-24.2548
000002.SZ,20240831,20240630,-4.0013,-0.4087,8.1152,72.937,-0.4339,-199.8179,-28.9278
000002.SZ,20240430,20240331,-0.1444,0.1106,10.8216,72.707,-0.7897,-125.0356,-10.0474
000002.SZ,20240329,20231231,4.9294,1.9955,15.235,73.2243,0.3279,-46.3929,-7.5618
000002.SZ,20231028,20230930,5.497,1.8011,17.5806,75.2762,0.0197,-20.3112,-14.0268
000002.SZ,20230831,20230630,4.0122,1.3055,18.8665,76.0928,0.1563,-19.4331,-2.9112
000002.SZ,20230429,20230331,0.5917,0.2987,15.4473,77.1952,0.5868,1.1555,9.2663
000002.SZ,20230429,20230331,0.5917,0.2987,15.4473,77.1952,0.5868,1.1555,9.2663
000002.SZ,20230331,20221231,9.4508,2.9602,19.5537,76.9515,0.2365,0.4162,11.2723
000002.SZ,20230331,20221231,9.4508,2.9602,19.5537,76.9515,0.2365,0.4162,11.2723
000002.SZ,20221029,20220930,7.1481,2.0925,19.6293,77.8477,-0.359,2.1669,24.3797
000002.SZ,20221029,20220930,7.1481,2.0925,19.6293,77.8477,-0.359,2.1669,24.3797
000002.SZ,20220831,20220630,5.1991,1.3295,20.4649,79.1556,0.7129,10.643,23.8197
000002.SZ,20220831,20220630,5.1991,1.3295,20.4649,79.1556,0.7129,10.643,23.8197
000002.SZ,20220429,20220331,0.6045,0.2645,18.8748,79.803,-1.1405,10.5788,0.6472
000002.SZ,20220429,20220331,0.6045,0.2645,18.8748,79.803,-1.1405,10.5788,0.6472
000002.SZ,20220331,20211231,9.7832,2.9552,21.8245,79.7398,0.3538,-45.7455,8.0375
000002.SZ,20220331,20211231,9.7832,2.9552,21.8245,79.7398,0.3538,-45.7455,8.0375
000002.SZ,20211029,20210930,7.3822,1.8849,22.0983,80.9429,0.1049,-15.9798,12.4204
000002.SZ,20211029,20210930,7.3822,1.8849,22.0983,80.9429,0.1049,-15.9798,12.4204
000002.SZ,20210830,20210630,4.9496,1.2349,22.9403,81.3958,0.5837,-11.6776,14.1862
000002.SZ,20210830,20210630,4.9496,1.2349,22.9403,81.3958,0.5837,-11.6776,14.1862
000002.SZ,20210423,20210331,0.5741,0.2824,20.4104,81.3701,1.4529,3.4359,30.3296
000002.SZ,20210423,20210331,0.5741,0.2824,20.4104,81.3701,1.4529,3.4359,30.3296
000002.SZ,20210331,20201231,20.1254,4.6541,29.2454,81.2835,4.5782,6.8004,13.9219
000002.SZ,20210331,20201231,20.1254,4.6541,29.2454,81.2835,4.5782,6.8004,13.9219
000002.SZ,20201030,20200930,10.1669,2.5767,29.9372,83.3206,2.8733,8.8926,7.8497
000002.SZ,20201030,20200930,10.1669,2.5767,29.9372,83.3206,2.8733,8.8926,7.8497
000002.SZ,20200828,20200630,6.5198,1.6608,31.8089,83.8745,1.9458,5.6222,5.0455
000002.SZ,20200828,20200630,6.5198,1.6608,31.8089,83.8745,1.9458,5.6222,5.0455
000002.SZ,20200428,20200331,0.6633,0.3775,31.2754,84.2446,-0.2614,11.4876,-1.2409
000002.SZ,20200428,20200331,0.6633,0.3775,31.2754,84.2446,-0.2614,11.4876,-1.2409
000002.SZ,20200318,20191231,22.6117,5.0492,36.2451,84.359,4.0423,15.0993,23.5873
000002.SZ,20200318,20191231,22.6117,5.0492,36.2451,84.359,4.0423,15.0993,23.5873
000002.SZ,20191025,20190930,11.2933,2.9414,35.9903,85.0587,0.1535,30.4349,27.2083
000002.SZ,20191025,20190930,11.2933,2.9414,35.9903,85.0587,0.1535,30.4349,27.2083
000002.SZ,20190821,20190630,7.4763,2.0049,36.2453,85.2594,0.7833,29.7905,31.4656
000002.SZ,20190821,20190630,7.4763,2.0049,36.2453,85.2594,0.7833,29.7905,31.4656
000002.SZ,20190430,20190331,0.7153,0.505,35.044,84.7734,-2.4198,25.2267,56.93
000002.SZ,20190430,20190331,0.7153,0.505,35.044,84.7734,-2.4198,25.2267,56.93
000002.SZ,20190326,20181231,23.4175,5.3306,37.4816,84.5856,3.0454,20.3938,22.5537
000002.SZ,20190326,20181231,23.4175,5.3306,37.4816,84.5856,3.0454,20.3938,22.5537
000002.SZ,20181026,20180930,10.2572,2.6667,34.7626,84.9261,-2.3309,26.0892,50.3171
000002.SZ,20181026,20180930,10.2572,2.6667,34.7626,84.9261,-2.3309,26.0892,50.3171
000002.SZ,20180821,20180630,6.8198,1.6728,34.4372,84.7018,-0.3855,24.9362,51.8032
000002.SZ,20180821,20180630,6.8198,1.6728,34.4372,84.7018,-0.3855,24.9362,51.8032
000002.SZ,20180426,20180331,0.6657,0.3381,34.172,84.0445,-2.5141,28.6832,65.8251
000002.SZ,20180426,20180331,0.6657,0.3381,34.172,84.0445,-2.5141,28.6832,65.8251
000002.SZ,20180327,20171231,22.7952,5.2805,34.0956,83.9813,7.4574,33.4364,1.0063
000002.SZ,20180327,20171231,22.7952,5.2805,34.0956,83.9813,7.4574,33.4364,1.0063
000002.SZ,20171027,20170930,9.652,2.4042,31.731,83.5302,1.5134,34.2349,0.039
000002.SZ,20171027,20170930,9.652,2.4042,31.731,83.5302,1.5134,34.2349,0.039
000002.SZ,20170825,20170630,6.4601,1.6585,32.6533,82.6575,1.98,36.4661,-6.6646
000002.SZ,20170825,20170630,6.4601,1.6585,32.6533,82.6575,1.98,36.4661,-6.6646
000002.SZ,20170428,20170331,0.6116,0.2261,29.8041,81.7327,-0.8627,-16.5406,27.2249
000002.SZ,20170428,20170331,0.6116,0.2261,29.8041,81.7327,-0.8627,-16.5406,27.2249
000002.SZ,20170327,20161231,19.6815,5.559,29.4144,80.5367,3.5842,16.0226,22.9754
000002.SZ,20170327,20161231,19.6815,5.559,29.4144,80.5367,3.5842,16.0226,22.9754
000002.SZ,20161028,20160930,8.2382,2.4309,26.5271,81.0123,3.8939,20.5403,47.0608
000002.SZ,20161028,20160930,8.2382,2.4309,26.5271,81.0123,3.8939,20.5403,47.0608
000002.SZ,20160822,20160630,5.4151,1.5484,26.3089,80.6019,2.34,10.421,48.7966
000002.SZ,20160822,20160630,5.4151,1.5484,26.3089,80.6019,2.34,10.421,48.7966
000002.SZ,20160428,20160331,0.8298,0.3038,31.781,78.9403,-0.97,28.1439,64.2766
000002.SZ,20160428,20160331,0.8298,0.3038,31.781,78.9403,-0.97,28.1439,64.2766
000002.SZ,20160314,20151231,19.2403,6.1106,29.3525,77.7015,1.4519,15.0771,33.5828
000002.SZ,20160314,20151231,19.2403,6.1106,29.3525,77.7015,1.4519,15.0771,33.5828
000002.SZ,20151028,20150930,7.7412,2.3787,29.058,78.7795,-0.42,6.1368,26.0639
000002.SZ,20151028,20150930,7.7412,2.3787,29.058,78.7795,-0.42,6.1368,26.0639
000002.SZ,20150817,20150630,5.5248,1.7017,30.4495,78.0608,-0.62,0.7702,22.716
000002.SZ,20150817,20150630,5.5248,1.7017,30.4495,78.0608,-0.62,0.7702,22.716
000002.SZ,20150427,20150331,0.7346,0.2375,34.0017,77.9098,-1.39,-57.4867,-6.3479
000002.SZ,20150427,20150331,0.7346,0.2375,34.0017,77.9098,-1.39,-57.4867,-6.3479
000002.SZ,20150331,20141231,19.0784,5.239,29.9416,77.2046,3.7803,4.1466,8.1002
000002.SZ,20150331,20141231,19.0784,5.239,29.9416,77.2046,3.7803,4.1466,8.1002
000002.SZ,20141027,20140930,8.3103,2.0885,30.0643,79.5793,1.56,4.8361,-0.4348
000002.SZ,20141027,20140930,8.3103,2.0885,30.0643,79.5793,1.56,4.8361,-0.4348
000002.SZ,20140818,20140630,6.2545,1.527,30.9153,78.9308,0.31,5.5513,-1.0351
000002.SZ,20140818,20140630,6.2545,1.527,30.9153,78.9308,0.31,5.5513,-1.0351
000002.SZ,20140429,20140331,2.0333,0.4563,39.9163,79.4492,-0.51,-5.2311,-32.1623
000002.SZ,20140429,20140331,2.0333,0.4563,39.9163,79.4492,-0.51,-5.2311,-32.1623
000002.SZ,20140307,20131231,21.4872,5.8383,31.4736,77.997,0.175,20.4552,31.3263
000002.SZ,20140307,20131231,21.4872,5.8383,31.4736,77.997,0.175,20.4552,31.3263
000002.SZ,20131030,20130930,9.3272,2.5779,32.1445,79.5362,-1.09,21.2668,37.4762
000002.SZ,20131030,20130930,9.3272,2.5779,32.1445,79.5362,-1.09,21.2668,37.4762
000002.SZ,20130807,20130630,6.9844,1.8381,33.5863,79.6259,-0.89,22.3141,34.7211
000002.SZ,20130807,20130630,6.9844,1.8381,33.5863,79.6259,-0.89,22.3141,34.7211
000002.SZ,20130423,20130331,2.4944,0.6764,37.1311,79.7493,-0.22,15.6144,35.3182
000002.SZ,20130423,20130331,2.4944,0.6764,37.1311,79.7493,-0.22,15.6144,35.3182
000002.SZ,20130228,20121231,21.493,6.4676,36.5555,78.3163,0.339,30.4036,43.6505
000002.SZ,20130228,20121231,21.493,6.4676,36.5555,78.3163,0.339,30.4036,43.6505
000002.SZ,20121024,20120930,9.2962,2.7443,37.3799,79.4002,-0.32,41.7415,57.3892
000002.SZ,20121024,20120930,9.2962,2.7443,37.3799,79.4002,-0.32,41.7415,57.3892
000002.SZ,20120807,20120630,6.894,2.0649,37.2638,78.8639,0.26,25.0929,53.7007
000021.SZ,20251030,20250930,6.1412,4.1597,16.9117,42.4891,1.2938,14.2659,3.9271
000021.SZ,20251030,20250930,6.1412,4.1597,16.9117,42.4891,1.2938,14.2659,3.9271
000021.SZ,20250828,20250630,3.7335,2.6874,15.7482,46.7274,0.9292,25.3945,9.7113
000021.SZ,20250430,20250331,1.4891,0.9874,16.2378,48.1607,0.4284,46.9115,7.6209
000021.SZ,20250425,20241231,8.147,4.6793,16.9794,48.2392,1.5561,44.3289,3.9434
000021.SZ,20241030,20240930,5.8721,3.3913,16.6014,53.5666,1.2287,48.1181,-1.0912
000021.SZ,20241030,20240930,5.8721,3.3913,16.6014,53.5666,1.2287,48.1181,-1.0912
000021.SZ,20240830,20240630,3.2751,2.111,16.6992,53.8907,0.8674,21.3849,-8.8625
000021.SZ,20240430,20240331,1.1086,0.785,16.6,55.4105,0.2898,20.5724,-20.5247
000021.SZ,20240411,20231231,6.058,3.5691,16.6458,53.323,1.283,-2.1928,-11.5007
000021.SZ,20231027,20230930,4.2178,2.4899,14.6936,52.9565,0.5067,-22.3945,-8.6632
000021.SZ,20230830,20230630,2.8644,1.6605,13.9761,56.7899,0.9933,-34.8555,2.502
000021.SZ,20230429,20230331,0.975,0.5653,10.747,56.3637,0.3282,-58.2952,7.7513
000021.SZ,20230429,20230331,0.975,0.5653,10.747,56.3637,0.3282,-58.2952,7.7513
000021.SZ,20230421,20221231,6.5363,2.983,12.0157,56.9897,0.5739,-15.0042,-2.2433
000021.SZ,20230421,20221231,6.5363,2.983,12.0157,56.9897,0.5739,-15.0042,-2.2433
000021.SZ,20221028,20220930,5.7113,2.5866,11.245,58.1572,0.6201,11.3176,-2.0839
000021.SZ,20221028,20220930,5.7113,2.5866,11.245,58.1572,0.6201,11.3176,-2.0839
000021.SZ,20220826,20220630,4.5568,1.985,9.6932,59.3036,-0.0681,66.8556,-5.0709
000021.SZ,20220826,20220630,4.5568,1.985,9.6932,59.3036,-0.0681,66.8556,-5.0709
000021.SZ,20220430,20220331,2.4317,1.1576,8.2167,58.0939,-0.5069,21.0367,-4.5968
000021.SZ,20220430,20220331,2.4317,1.1576,8.2167,58.0939,-0.5069,21.0367,-4.5968
000021.SZ,20220421,20211231,8.8963,4.4498,9.6427,57.5808,0.5559,-9.5363,10.1623
000021.SZ,20220421,20211231,8.8963,4.4498,9.6427,57.5808,0.5559,-9.5363,10.1623
000021.SZ,20211028,20210930,6.0591,3.5274,8.6347,53.7866,0.0414,15.9152,16.0445
000021.SZ,20211028,20210930,6.0591,3.5274,8.6347,53.7866,0.0414,15.9152,16.0445
000021.SZ,20210826,20210630,3.266,2.1905,9.3459,56.3069,0.0501,42.339,14.4254
000021.SZ,20210826,20210630,3.266,2.1905,9.3459,56.3069,0.0501,42.339,14.4254
000021.SZ,20210430,20210331,2.6059,2.3908,7.7803,60.9965,-0.1221,145.9521,15.1666
000021.SZ,20210430,20210331,2.6059,2.3908,7.7803,60.9965,-0.1221,145.9521,15.1666
000021.SZ,20210430,20201231,11.8163,5.6758,11.3299,62.9761,2.1223,143.2954,13.1839
000021.SZ,20210430,20201231,11.8163,5.6758,11.3299,62.9761,2.1223,143.2954,13.1839
000021.SZ,20201030,20200930,6.2991,3.2056,11.962,66.0317,0.6441,62.2458,4.8128
000021.SZ,20201030,20200930,6.2991,3.2056,11.962,66.0317,0.6441,62.2458,4.8128
000021.SZ,20200831,20200630,2.751,1.8292,12.3706,64.9524,-0.4204,26.7658,7.51
000021.SZ,20200831,20200630,2.751,1.8292,12.3706,64.9524,-0.4204,26.7658,7.51
000021.SZ,20200430,20200331,1.1721,0.8436,9.7369,61.8394,0.1628,-22.2441,-8.739
000021.SZ,20200430,20200331,1.1721,0.8436,9.7369,61.8394,0.1628,-22.2441,-8.739
000021.SZ,20200424,20191231,5.3344,3.7395,9.5303,61.5132,-0.6798,-38.6811,-17.6651
000021.SZ,20200424,20191231,5.3344,3.7395,9.5303,61.5132,-0.6798,-38.6811,-17.6651
000021.SZ,20191031,20190930,4.2741,2.8145,8.6557,61.1078,-0.6969,-38.2034,-20.0221
000021.SZ,20191031,20190930,4.2741,2.8145,8.6557,61.1078,-0.6969,-38.2034,-20.0221
000021.SZ,20190831,20190630,2.3775,1.6407,8.2705,57.439,0.1783,-12.8988,-21.7602
000021.SZ,20190831,20190630,2.3775,1.6407,8.2705,57.439,0.1783,-12.8988,-21.7602
000021.SZ,20190430,20190331,1.6359,0.9911,5.9738,58.3489,-0.0119,21.5407,-9.0468
000021.SZ,20190430,20190331,1.6359,0.9911,5.9738,58.3489,-0.0119,21.5407,-9.0468
000021.SZ,20190420,20181231,8.7308,4.7497,4.7006,58.9001,0.286,-2.0746,13.0278
000021.SZ,20190420,20181231,8.7308,4.7497,4.7006,58.9001,0.286,-2.0746,13.0278
000021.SZ,20181031,20180930,7.3247,3.9858,3.9822,55.9119,0.4276,-6.0065,17.5801
000021.SZ,20181031,20180930,7.3247,3.9858,3.9822,55.9119,0.4276,-6.0065,17.5801
000021.SZ,20180818,20180630,2.9288,1.4636,3.9596,60.0609,0.0954,-44.1262,15.0011
000021.SZ,20180818,20180630,2.9288,1.4636,3.9596,60.0609,0.0954,-44.1262,15.0011
000021.SZ,20180428,20180331,1.4595,0.7406,4.7067,61.2858,0.0299,-26.8096,15.8332
000021.SZ,20180428,20180331,1.4595,0.7406,4.7067,61.2858,0.0299,-26.8096,15.8332
000021.SZ,20180412,20171231,9.7398,5.5704,6.3978,64.2835,0.4892,152.4457,-5.703
000021.SZ,20180412,20171231,9.7398,5.5704,6.3978,64.2835,0.4892,152.4457,-5.703
000021.SZ,20171031,20170930,8.4741,4.2449,6.2176,65.0424,0.2949,54.5157,1.4665
000021.SZ,20171031,20170930,8.4741,4.2449,6.2176,65.0424,0.2949,54.5157,1.4665
000021.SZ,20170825,20170630,5.6233,3.1872,5.922,61.0118,0.2076,41.3276,4.6314
000021.SZ,20170825,20170630,5.6233,3.1872,5.922,61.0118,0.2076,41.3276,4.6314
000021.SZ,20170429,20170331,2.143,1.1388,6.1381,57.8449,0.0404,-22.7117,-3.3397
000021.SZ,20170429,20170331,2.143,1.1388,6.1381,57.8449,0.0404,-22.7117,-3.3397
000021.SZ,20170331,20161231,4.0989,3.0316,5.6719,54.7908,0.2423,18.6888,-1.905
000021.SZ,20170331,20161231,4.0989,3.0316,5.6719,54.7908,0.2423,18.6888,-1.905
000021.SZ,20161031,20160930,5.7409,3.4739,5.3655,47.8435,0.0385,116.2937,-5.7301
000021.SZ,20161031,20160930,5.7409,3.4739,5.3655,47.8435,0.0385,116.2937,-5.7301
000021.SZ,20160831,20160630,4.1441,2.3725,5.1866,49.1863,-0.0328,60.4709,-4.6359
000021.SZ,20160831,20160630,4.1441,2.3725,5.1866,49.1863,-0.0328,60.4709,-4.6359
000021.SZ,20160427,20160331,2.8672,1.554,5.0788,55.0579,0.0533,197.9167,-12.2838
000021.SZ,20160427,20160331,2.8672,1.554,5.0788,55.0579,0.0533,197.9167,-12.2838
000021.SZ,20160331,20151231,3.5563,1.0619,4.3295,63.6919,0.3334,3.906,-6.6256
000021.SZ,20160331,20151231,3.5563,1.0619,4.3295,63.6919,0.3334,3.906,-6.6256
000021.SZ,20151029,20150930,2.7951,0.8438,3.9616,65.7453,-0.008,4.0021,-6.5891
000021.SZ,20151029,20150930,2.7951,0.8438,3.9616,65.7453,-0.008,4.0021,-6.5891
000021.SZ,20150828,20150630,2.7209,0.7817,3.8446,63.4421,0.1176,1699.6319,-6.3833
000021.SZ,20150828,20150630,2.7209,0.7817,3.8446,63.4421,0.1176,1699.6319,-6.3833
000021.SZ,20150428,20150331,1.022,0.4225,4.1009,62.6968,-0.19,144.8124,-1.3025
000021.SZ,20150428,20150331,1.022,0.4225,4.1009,62.6968,-0.19,144.8124,-1.3025
000021.SZ,20150330,20141231,3.5821,0.5085,3.1881,65.0302,-0.0674,-23.5961,9.3396
000021.SZ,20150330,20141231,3.5821,0.5085,3.1881,65.0302,-0.0674,-23.5961,9.3396
000021.SZ,20141031,20140930,2.795,0.2853,2.9445,65.6595,0.1414,-9.5684,8.4777
000021.SZ,20141031,20140930,2.795,0.2853,2.9445,65.6595,0.1414,-9.5684,8.4777
000021.SZ,20140830,20140630,-0.1798,-0.5868,3.1946,66.1591,0.1156,-109.9036,3.5072
000021.SZ,20140830,20140630,-0.1798,-0.5868,3.1946,66.1591,0.1156,-109.9036,3.5072
000021.SZ,20140430,20140331,-2.4094,-1.3263,1.9644,65.3094,0.092,-455.5611,11.5332
000021.SZ,20140430,20140331,-2.4094,-1.3263,1.9644,65.3094,0.092,-455.5611,11.5332
000021.SZ,20140331,20131231,5.2073,1.5122,2.358,63.8573,0.3051,145.7554,-8.2928
000021.SZ,20140331,20131231,5.2073,1.5122,2.358,63.8573,0.3051,145.7554,-8.2928
000021.SZ,20131031,20130930,3.7537,-0.3385,2.1716,67.4314,0.2922,113.1262,-10.6554
000021.SZ,20131031,20130930,3.7537,-0.3385,2.1716,67.4314,0.2922,113.1262,-10.6554
000021.SZ,20130830,20130630,2.1917,0.3428,1.7138,64.7888,0.2246,32.2501,-11.7971
000021.SZ,20130830,20130630,2.1917,0.3428,1.7138,64.7888,0.2246,32.2501,-11.7971
000021.SZ,20130427,20130331,0.8162,-0.104,1.6643,62.2403,0.0418,-28.7547,-8.3586
000021.SZ,20130427,20130331,0.8162,-0.104,1.6643,62.2403,0.0418,-28.7547,-8.3586
000021.SZ,20130329,20121231,2.3283,-0.253,2.5363,59.178,0.2182,-62.8001,-11.9743
000021.SZ,20130329,20121231,2.3283,-0.253,2.5363,59.178,0.2182,-62.8001,-11.9743
000021.SZ,20121029,20120930,1.7769,0.3441,1.9515,56.7154,-0.006,-61.4338,-13.1622
