ts_code,trade_date,pe_ttm,pb,ps_ttm,total_mv,circ_mv
601990.SH,20251009,29.4579,1.7508,10.403,3170270.4892,3147418.4084
000048.SZ,20251009,12.6616,2.1503,1.5795,891934.7445,885336.8472
002075.SZ,20251009,58.5054,1.9254,0.9222,1252674.3291,1252672.3163
300669.SZ,20251009,285.1662,7.0191,18.9986,609720.2843,577429.8007
301265.SZ,20251009,58.9575,1.7802,4.6353,372959.987,207359.7527
600332.SH,20251009,14.8708,1.1229,0.5498,4166902.2023,3603298.5023
688485.SH,20251009,81.3686,1.5724,6.0304,199287.2742,116897.4788
600234.SH,20251009,35.5179,5.0496,5.2534,248344.8405,248344.8405
603881.SH,20251009,178.8489,7.9829,14.9567,2621357.6694,2621357.6694
002025.SZ,20251009,467.5681,3.529,4.5167,2275763.662,2267956.3243
002915.SZ,20251009,,6.6557,5.6641,868024.1561,768315.6941
000725.SZ,20251009,25.474,1.2041,0.7763,16013140.8386,15710189.486
600113.SH,20251009,169.4203,9.8362,32.3513,2408288.1419,2352563.3729
000543.SZ,20251009,8.1616,1.0503,0.5784,1693346.9083,1693346.9083
603089.SH,20251009,22.3228,2.5181,1.3887,373251.7317,373251.7317
601860.SH,20251009,6.3773,0.5167,2.3154,1036058.6936,1005093.8762
600131.SH,20251009,31.2515,3.7702,2.7427,2237486.0414,2230363.1029
920263.BJ,20251009,60.9259,3.7128,6.1174,211864.344,153890.6055
002799.SZ,20251009,,1.9974,2.4287,256992.12,256988.7474
603390.SH,20251009,103.868,2.8185,5.3464,447652.9756,446204.2622
688612.SH,20251009,36.6985,4.9992,2.5541,1675830.3823,1012454.5882
002700.SZ,20251009,35.6953,2.1013,3.9498,282094.4222,179683.0441
688192.SH,20251009,,19.9474,63.3571,3239779.7285,2889402.4625
300945.SZ,20251009,47.3863,3.3231,2.0481,550088.3493,500402.9581
002110.SZ,20251009,,0.5298,0.2275,1025070.1678,1025070.1678
002831.SZ,20251009,17.2941,2.3775,1.4334,2534173.6655,1406764.3319
920007.BJ,20251009,32.0063,4.9663,3.7595,315154.4468,76788.1628
300739.SZ,20251009,273.5476,2.319,3.5558,590577.8934,545686.8384
600894.SH,20251009,10.6427,1.0664,1.1892,851678.362,843144.445
002623.SZ,20251009,,1.3876,1.793,398921.25,398066.7945
688036.SH,20251009,27.3586,5.6562,1.6916,10696488.3935,10696488.3935
920346.BJ,20251009,47.9774,4.9719,8.1183,224687.1244,124277.0546
300939.SZ,20251009,48.2813,3.0732,3.5317,422280.0,422280.0
603236.SH,20251009,33.2121,6.6294,1.2895,2823024.429,2823024.429
920033.BJ,20251009,57.6444,3.0859,9.9868,229216.221,159232.0832
000576.SZ,20251009,169.5071,2.9276,10.9354,473950.1804,471123.3734
301076.SZ,20251009,149.3713,8.02,21.0464,925296.4292,581012.9216
920957.BJ,20251009,303.9457,4.049,2.558,156981.8516,62477.0258
000786.SZ,20251009,12.1111,1.5461,1.5795,4072434.8691,3915718.3411
301665.SZ,20251009,38.4255,3.9553,2.8047,1315350.0,104954.0827
301468.SZ,20251009,81.5289,1.5004,7.5769,342144.0,199295.5856
600467.SH,20251009,84.3125,1.0129,2.5759,346255.65,346255.65
603336.SH,20251009,437.8523,4.0694,4.9818,555151.6778,555151.6778
301595.SZ,20251009,55.2167,4.6613,4.0006,421425.76,89901.7206
300962.SZ,20251009,40.5346,4.5699,12.4017,445899.204,445899.204
001979.SZ,20251009,22.488,0.9304,0.5108,9151444.5388,8543002.2204
688472.SH,20251009,29.6701,2.2135,1.1401,5159816.0363,1948431.5126
603626.SH,20251009,,3.6585,2.4342,784599.8817,784599.8817
688347.SH,20251009,1172.4977,5.0873,14.2113,22274557.2625,5233471.25
688283.SH,20251009,112.1332,4.2186,16.199,401940.0,401940.0
002635.SZ,20251009,65.8557,1.7017,2.1482,981613.9227,588283.3103
002463.SZ,20251009,45.4682,11.1655,8.6695,14227857.0581,14216372.246
603959.SH,20251009,,36.9319,2.7602,323107.0357,323107.0357
688361.SH,20251009,1042.9861,15.7588,24.5714,3977447.4937,3070863.7806
300624.SZ,20251009,,14.7903,10.5404,1575304.368,1395208.244
002628.SZ,20251009,,1.3269,4.9186,380821.5087,379153.7554
301584.SZ,20251009,44.0748,5.9769,0.6245,1185927.1528,141943.1462
301132.SZ,20251009,40.2787,2.9674,3.6327,526742.7877,526568.3773
301314.SZ,20251009,181.2544,2.1942,13.0988,228514.0,67210.0
688662.SH,20251009,100.1258,6.1677,7.9945,426199.2,426199.2
002576.SZ,20251009,38.2748,2.2896,1.5914,294538.4,289057.1867
600665.SH,20251009,,1.0208,0.2515,280839.8193,280839.8193
300629.SZ,20251009,101.3937,2.9414,13.5716,499326.9201,430632.3975
920690.BJ,20251009,33.1689,3.8807,6.4767,217994.4,141709.775
600568.SH,20251009,,2.1591,6.5098,372666.6303,312115.5812
002601.SZ,20251009,25.9155,2.045,1.7554,4748723.5794,3955753.3644
300382.SZ,20251009,,4.6653,5.9932,1056891.9902,1056791.3019
600774.SH,20251009,,1.649,2.58,274085.1015,273908.3397
301362.SZ,20251009,21.1525,1.8106,2.7094,444847.5,126097.5
600318.SH,20251009,133.6929,4.5692,14.914,491193.0715,491193.0715
603318.SH,20251009,,2.1383,1.1685,300232.3843,250838.1625
300110.SZ,20251009,,2.8537,3.1674,381854.7932,381413.7771
301129.SZ,20251009,44.5886,2.2659,8.66,387772.3422,106603.7715
002171.SZ,20251009,52.2984,1.9334,0.2828,1632675.4992,1623423.9188
002775.SZ,20251009,,21.478,4.2363,258895.3111,188815.7551
001227.SZ,20251009,7.1197,0.4446,1.7352,1349880.2288,998512.7786
301508.SZ,20251009,52.8319,3.6969,8.6743,725733.492,188864.844
000750.SZ,20251009,45.1051,1.3298,7.6221,2956798.7829,2683642.4414
300190.SZ,20251009,,1.1514,1.7794,327119.1014,324927.7638
301458.SZ,20251009,84.7004,6.2651,14.1683,1006666.7925,243681.2179
600678.SH,20251009,180.6085,12.0821,6.8159,330144.54,330144.54
300973.SZ,20251009,23.588,3.0131,1.7357,715802.34,492556.5052
603908.SH,20251009,44.7128,4.228,2.1555,231734.412,231734.412
300287.SZ,20251009,,7.6007,16.3736,842505.7253,773796.2952
603169.SH,20251009,79.5319,3.3343,1.824,1118185.7791,1118185.7791
920523.BJ,20251009,18.6178,4.7129,5.5005,300865.0659,240687.3536
002199.SZ,20251009,,12.8644,10.9217,255371.0388,255371.0388
002758.SZ,20251009,11.4848,0.988,0.1082,464566.7754,461815.5902
688307.SH,20251009,59.9063,3.7144,6.2762,321273.106,213243.5023
000839.SZ,20251009,,7.8628,3.1783,1050513.4623,1050513.4623
300274.SZ,20251009,23.8501,7.7443,3.6451,32941256.3159,25258893.4352
301356.SZ,20251009,111.4852,1.6862,3.6618,503064.0,127652.49
600152.SH,20251009,,2.1188,2.4607,365064.7688,365064.7688
300049.SZ,20251009,214.4745,10.7067,13.5735,1927169.7207,1698255.2604
600540.SH,20251009,,5.6008,0.7261,274409.9251,274409.9251
300741.SZ,20251009,,1.6408,8.6098,1120285.72,1120279.7173
002686.SZ,20251009,127.9705,2.2333,2.1711,369754.1538,341344.393
300810.SZ,20251009,,7.295,23.9174,548932.5,530055.9413
920876.BJ,20251009,,7.8258,4.0067,196842.0812,118523.3378
600927.SH,20251009,49.7894,1.6944,1.4353,2178966.6673,2178966.6673
688157.SH,20251009,97.2667,4.3019,7.3244,563777.6123,563777.6123
002587.SZ,20251009,,3.0406,5.6918,399396.5676,320839.4762
920199.BJ,20251009,188.7491,4.5944,8.2082,236885.8844,129386.7996
603327.SH,20251009,95.9431,4.7343,3.6628,927668.4435,927668.4435
601311.SH,20251009,16.0058,1.3636,0.8291,1331520.8439,1331520.8439
002512.SZ,20251009,,12.2365,2.3112,417186.237,410419.4183
600966.SH,20251009,49.5877,0.9747,0.3476,668422.144,668422.144
600358.SH,20251009,,44.0247,7.5857,272160.8597,272160.8597
002893.SZ,20251009,40.1593,2.303,2.4965,294749.52,226706.4949
300648.SZ,20251009,,5.6284,7.1901,781303.5162,476047.255
002382.SZ,20251009,,0.7151,0.9356,563992.501,559829.321
002243.SZ,20251009,41.3342,1.607,4.9354,1168233.0713,1161997.3099
688147.SH,20251009,71.7927,9.5789,9.1161,2700998.2065,592478.2065
002898.SZ,20251009,,4.8835,9.7475,237072.0,136400.6697
002760.SZ,20251009,,2.6748,3.764,218569.1409,218569.1409
002963.SZ,20251009,,1.5981,6.3937,205241.3045,155899.3145
688728.SH,20251009,346.3003,6.1984,6.662,4816286.5073,4627939.0444
301668.SZ,20251009,48.6538,5.7389,6.6156,582340.0,122016.4614
300059.SZ,20251009,38.0262,4.9416,133.5901,42291604.8183,35795208.9574
600616.SH,20251009,252.546,1.8666,6.4577,359255.6582,359255.6582
300831.SZ,20251009,116.7611,5.027,30.151,468480.0,270084.9274
688126.SH,20251009,,6.5436,21.8171,7670118.7033,7626790.9703
301011.SZ,20251009,51.4806,4.7723,4.1536,430521.9945,391619.3062
600230.SH,20251009,233.5079,1.2834,1.0778,513311.6586,513311.6586
301552.SZ,20251009,24.9738,3.4616,5.9488,384798.4,96199.6
688528.SH,20251009,,4.1463,7.7604,200928.0,200928.0
605028.SH,20251009,26.5112,3.3833,13.3786,443360.0,443360.0
600237.SH,20251009,43.8338,2.4834,3.4267,471770.4479,465013.7639
002465.SZ,20251009,,2.6094,7.1334,3251202.4719,3246032.1128
300732.SZ,20251009,,1.0633,1.8446,308305.9799,307964.458
002428.SZ,20251009,228.4265,13.2179,20.3419,1929969.6,1929720.2719
600007.SH,20251009,16.8545,2.2171,5.3037,2034710.7187,2034710.7187
688701.SH,20251009,,6.7672,7.3437,121789.5764,121789.5764
000756.SZ,20251009,25.2481,2.1831,1.2918,1081569.6069,772434.3128
688118.SH,20251009,73.0357,3.2667,7.0665,273511.2858,273511.2858
300068.SZ,20251009,,4.848,3.0082,1854763.7521,1761451.4304
301157.SZ,20251009,91.7633,2.7283,11.7369,296520.0,102101.9918
301279.SZ,20251009,56.298,2.2498,4.5623,297491.4651,85102.3401
000889.SZ,20251009,,42.021,2.1569,331447.0551,307926.7853
688679.SH,20251009,301.9133,2.3662,1.6879,267198.3506,267198.3506
603177.SH,20251009,119.1348,6.1474,2.4503,237283.254,235024.992
002967.SZ,20251009,30.1616,3.4055,3.3374,1115166.0576,1033251.7616
688709.SH,20251009,366.5749,10.9098,45.6633,3101445.0166,1061281.3624
688367.SH,20251009,83.2429,3.1644,6.9116,187429.0194,187429.0194
600017.SH,20251009,16.4652,0.6868,1.1891,953452.7053,953452.7053
688570.SH,20251009,42.308,2.0431,5.1798,872928.0,379411.2
300570.SZ,20251009,69.1745,15.6748,14.4795,2456377.0666,2078567.5437
601038.SH,20251009,18.3053,1.8885,1.3045,1438265.952,936582.752
600313.SH,20251009,124.6565,3.4539,1.0478,681785.1577,681785.1577
301081.SZ,20251009,66.5809,2.1479,2.6957,230623.139,221201.3816
688608.SH,20251009,86.4138,7.9435,14.5422,5337209.2691,5337209.2691
601519.SH,20251009,,22.9764,39.0254,3180666.84,3180666.84
002094.SZ,20251009,143.29,3.5315,2.9706,540281.8833,539934.6753
301535.SZ,20251009,69.6292,7.6355,11.6979,863772.3537,129565.8537
603067.SH,20251009,25.5297,4.0246,3.1685,1352576.8071,1352576.8071
601677.SH,20251009,11.4452,1.0165,0.5449,1852850.2042,1814829.8742
300379.SZ,20251009,,0.3838,1.414,118279.6395,111647.1636
001289.SZ,20251009,25.7626,2.0289,4.4858,15181426.1538,9156152.4418
000685.SZ,20251009,13.9067,1.0854,3.3304,1895518.086,1611341.3769
002986.SZ,20251009,33.8782,1.0925,0.5781,428753.1699,337668.8603
301325.SZ,20251009,,3.3462,4.9884,952281.6239,383147.1246
300268.SZ,20251009,,,0.6353,176464.6,135445.6975
600202.SH,20251009,,2.7022,1.7825,222337.5898,222337.5898
600675.SH,20251009,31.6418,1.1844,1.3996,1759425.3813,1759425.3813
603018.SH,20251009,15.9878,1.0175,1.2368,527204.8386,527204.8386
000661.SZ,20251009,28.5587,2.3088,3.926,5272592.5623,5165145.4476
301187.SZ,20251009,24.9838,4.5023,3.5625,678123.1765,176375.8513
002795.SZ,20251009,,4.604,2.8811,221539.7768,216156.5059
300575.SZ,20251009,,1.5149,1.2142,309568.0676,222417.6322
300247.SZ,20251009,50.0526,2.9565,4.1723,328852.488,328539.603
603341.SH,20251009,46.4844,4.3248,0.5472,2408396.7023,1365938.0359
300784.SZ,20251009,45.4148,3.8052,5.87,300477.4968,90450.8456
688553.SH,20251009,50.3487,2.4416,8.8992,903538.8,732770.2334
300109.SZ,20251009,31.2037,2.3514,5.6766,860308.5089,796186.9383
000070.SZ,20251009,,6.0931,2.3044,919252.0,907341.1079
300566.SZ,20251009,27.8569,2.4619,2.3808,507175.0007,438861.3064
600227.SH,20251009,,1.6001,1.6386,400228.4613,302791.1533
688177.SH,20251009,,20.0322,14.923,1168119.68,1168119.68
601186.SH,20251009,5.2019,0.4061,0.1051,10931530.9075,9260112.6275
600506.SH,20251009,88.4966,8.06,1.5734,374052.8834,287732.9886
600892.SH,20251009,,55.8444,12.073,238331.7441,238270.1223
002290.SZ,20251009,77.1404,11.4336,4.0751,1030906.7312,1027907.3405
600787.SH,20251009,29.3643,0.9327,0.2081,1293367.4309,1293367.4309
600985.SH,20251009,11.6242,0.8289,0.6987,3431211.5953,3431211.5953
002581.SZ,20251009,,2.6992,22.8399,503378.2521,305803.6558
002803.SZ,20251009,37.7192,3.2781,1.3614,858922.8842,550684.7485
603077.SH,20251009,,1.1157,2.654,2022383.6677,2022383.6677
000919.SZ,20251009,115.5375,1.1499,1.2653,426616.7016,403779.0079
603629.SH,20251009,193.0773,3.8284,2.2663,651644.51,642824.884
300581.SZ,20251009,,9.6088,59.8795,925284.2564,925284.2564
603733.SH,20251009,17.5074,2.0456,1.393,1624451.0383,1624451.0383
688660.SH,20251009,,5.9407,2.4202,2876000.1438,2876000.1438
920021.BJ,20251009,,3.2948,3.9978,210119.9884,171279.7403
300616.SZ,20251009,,0.8704,0.7538,273684.9796,188955.047
300561.SZ,20251009,,8.5725,55.8887,516113.8447,379183.5639
688227.SH,20251009,,2.9113,7.1905,381900.719,216518.9262
002826.SZ,20251009,82.4651,4.7317,5.9136,361525.014,330522.8335
