ts_code,trade_date,pe_ttm,pb,ps_ttm,total_mv,circ_mv
601020.SH,20260204,29.1259,6.1393,12.2313,2626346.9277,2626346.9277
603578.SH,20260204,,2.803,1.891,274864.1168,274864.1168
000838.SZ,20260204,,7.1353,9.9595,292722.9372,280301.7174
603052.SH,20260204,378.0719,11.8593,14.4447,1290102.7382,1290102.7382
300748.SZ,20260204,82.0906,7.3957,7.0265,5004393.8625,4113393.369
001326.SZ,20260204,150.2325,3.3198,2.7166,402746.4,132616.5162
001279.SZ,20260204,95.4643,5.5829,3.8873,557120.0,139280.0
002126.SZ,20260204,42.9372,5.4037,2.5108,3654310.4211,3426891.9911
301479.SZ,20260204,42.2977,6.2071,5.0942,763945.3145,180341.7353
920735.BJ,20260204,18.5152,3.3241,4.0391,408494.2772,361282.6783
600366.SH,20260204,50.6128,2.4959,2.8834,1527667.0609,1527667.0609
600350.SH,20260204,14.9158,1.6634,1.9351,4921593.0999,4921593.0999
688320.SH,20260204,,4.2729,5.937,534135.3437,534135.3437
688819.SH,20260204,23.0197,1.9812,0.7328,3338191.4,3338191.4
688170.SH,20260204,,3.4844,5.6406,423259.2,423259.2
600601.SH,20260204,129.0161,10.5458,10.6026,4696843.4328,4583152.3224
603778.SH,20260204,,14.6043,7.1891,1062446.9502,1040142.8558
603927.SH,20260204,67.3749,5.1178,2.3099,1608062.4,1608062.4
920111.BJ,20260204,34.645,4.2114,3.333,377956.362,180799.0065
603107.SH,20260204,27.243,2.4428,2.2991,517134.555,334460.7389
000006.SZ,20260204,,2.2663,3.5537,1223095.5117,1223088.5808
600635.SH,20260204,32.2315,2.0701,3.0666,1877748.4533,1538351.5053
000797.SZ,20260204,,0.9921,1.1392,501070.5952,501012.6176
002251.SZ,20260204,,1.7036,3.4101,1398123.8383,1119285.5019
605005.SH,20260204,34.5132,3.7538,4.1435,765910.0,765910.0
002842.SZ,20260204,,7.8501,4.2526,876822.091,719478.9881
301408.SZ,20260204,46.565,4.1432,1.6847,868421.71,323850.8988
600390.SH,20260204,616.9399,0.6136,43.3167,2599881.8353,2599881.8353
603811.SH,20260204,16.6724,2.8546,4.7718,377381.881,377381.881
301268.SZ,20260204,,4.8257,2.6688,811204.0789,698357.682
002586.SZ,20260204,,1.8046,2.2253,537785.1456,511133.4614
301165.SZ,20260204,72.3264,12.2865,4.3533,6095568.1783,6095568.1783
000850.SZ,20260204,18.6524,1.2557,1.6975,571860.9955,571698.5087
300241.SZ,20260204,113.3959,1.9363,2.4627,432763.0574,362382.7578
688378.SH,20260204,471.5454,5.8151,21.1438,968449.9134,936131.8183
603193.SH,20260204,31.5379,4.4323,6.3427,962932.0873,245940.4273
920000.BJ,20260204,25.8595,2.6621,3.8988,172908.48,108622.1426
301383.SZ,20260204,160.4175,2.7615,2.7154,554475.7872,239805.6364
300221.SZ,20260204,58.4559,3.9475,2.5108,567084.3579,546421.9319
002426.SZ,20260204,,6.191,4.4568,1493752.7771,1493741.3521
603919.SH,20260204,32.1589,3.5842,4.0632,1218438.5128,1218438.5128
300778.SZ,20260204,,2.4112,21.5501,297954.0562,297895.308
600027.SH,20260204,8.1143,1.1896,0.4568,5666545.8018,4153039.8361
300353.SZ,20260204,344.4068,7.04,14.5318,1398881.3043,1222264.2751
603755.SH,20260204,46.2439,4.7362,7.5547,341006.1089,341006.1089
301023.SZ,20260204,45.1864,4.5849,12.9584,364960.0889,195192.5502
600959.SH,20260204,46.5044,0.9326,2.6057,2120304.2989,2120304.2989
002163.SZ,20260204,,20.5381,3.9847,1446567.8683,1375675.674
002065.SZ,20260204,85.2287,2.5172,2.2539,3070852.1153,2785788.9397
688041.SH,20260204,239.6307,26.1499,45.3146,56713849.4204,56713849.4204
603016.SH,20260204,70.0517,5.6288,7.3931,464185.28,464185.28
920856.BJ,20260204,39.2622,3.3318,2.7736,157624.8226,87920.4813
002926.SZ,20260204,15.4945,0.9774,4.5853,2375625.0,2375625.0
000776.SZ,20260204,12.253,1.3042,4.9428,16917315.9948,12764554.6104
600265.SH,20260204,,301.7798,10.5943,262196.0,262196.0
600702.SH,20260204,130.4035,2.7388,4.222,1941648.059,1940831.159
002201.SZ,20260204,120.3087,8.1182,5.3725,939659.4595,868117.7716
603722.SH,20260204,,3.9494,8.5912,377199.6671,369402.4671
301398.SZ,20260204,99.8747,6.172,16.7698,692384.0,230087.858
600824.SH,20260204,261.4902,2.0277,7.5035,489068.5619,489068.5619
600011.SH,20260204,7.5022,1.6343,0.4667,10925872.9779,7654406.1036
301208.SZ,20260204,70.7901,2.992,4.1755,459600.2298,253055.9898
300936.SZ,20260204,,3.1448,13.5563,314411.2,198431.4098
002268.SZ,20260204,104.3086,3.0639,7.3881,1648990.3619,1648330.9206
688507.SH,20260204,250.1057,3.306,22.4949,904008.6137,499496.4809
001316.SZ,20260204,51.5895,5.5521,6.9818,693915.7518,670865.9758
603838.SH,20260204,,2.5544,6.8287,239051.952,239051.952
002519.SZ,20260204,,4.1378,197.3722,950707.6779,944254.9291
603529.SH,20260204,10.893,2.6803,1.0108,2550890.5509,2487589.8679
000900.SZ,20260204,17.6506,0.5833,0.9188,649630.527,649601.637
600958.SH,20260204,16.9323,1.1211,4.9018,8734551.3602,7678628.3842
601156.SH,20260204,11.3122,1.5569,1.2549,2965553.7786,1764504.4986
600770.SH,20260204,187.5459,2.6729,21.823,916500.0,916500.0
600097.SH,20260204,28.0444,1.2736,1.2925,295388.2213,295388.2213
688089.SH,20260204,18.8379,1.9635,5.3585,319619.0189,319619.0189
603813.SH,20260204,,7.4466,9.8657,406198.02,406198.02
300174.SZ,20260204,24.2598,1.7355,3.1376,594391.3075,592321.61
688007.SH,20260204,,3.1034,3.9037,801110.0518,801110.0518
002416.SZ,20260204,40.7995,2.758,0.3369,1606109.2206,1586179.978
000953.SZ,20260204,332.4087,17.031,15.063,262509.6138,262509.6138
301428.SZ,20260204,86.9435,2.9987,3.5411,381544.0013,236647.5113
600810.SH,20260204,,1.2537,0.6925,936803.0033,928519.6853
300073.SZ,20260204,59.704,2.0922,3.2185,3046955.9535,2832427.4046
603477.SH,20260204,24.5238,3.0176,1.1572,898233.9938,898233.9938
603376.SH,20260204,53.996,9.048,5.5857,1523203.808,118191.1694
301119.SZ,20260204,51.8748,5.8823,13.0771,600080.0,485314.7
000858.SZ,20260204,14.8146,3.1794,5.1242,42123210.0703,42121435.8442
603162.SH,20260204,33.5693,3.0291,3.2173,1312975.3983,395097.7093
300322.SZ,20260204,,12.3073,4.8653,1227381.7922,1175069.2757
300371.SZ,20260204,38.4457,2.3955,6.0072,280698.1279,187502.4815
603180.SH,20260204,22.2565,1.1577,0.9383,321471.8798,321471.8798
603001.SH,20260204,,1.6877,1.8845,401380.98,401380.98
603161.SH,20260204,33.6233,2.0763,1.3681,310080.2895,304244.2563
688323.SH,20260204,,6.5811,13.0249,498240.62,498240.62
301602.SZ,20260204,67.3518,7.3584,26.008,957745.0706,466204.6383
002742.SZ,20260204,,,2.9337,277745.4286,212727.8099
001296.SZ,20260204,29.6101,2.4066,3.6088,421248.4982,216413.3706
301052.SZ,20260204,119.5804,5.2546,5.5166,378618.431,306829.5861
002294.SZ,20260204,79.8119,6.1189,12.6229,5367841.616,5366634.0188
000014.SZ,20260204,,2.0291,60.1914,322889.6628,322889.6628
002055.SZ,20260204,,2.6235,0.8202,374783.8105,368273.8105
603586.SH,20260204,23.9329,1.6372,1.9929,376617.3904,376617.3904
002054.SZ,20260204,48.5095,1.7096,1.4276,433421.7913,345553.7264
600136.SH,20260204,,15.1024,5.1778,359185.3639,341983.7509
002987.SZ,20260204,49.9905,5.6556,3.4227,1647306.8286,1601896.3702
603602.SH,20260204,115.0232,3.0117,1.9826,325097.8941,325097.8941
001359.SZ,20260204,54.4548,7.0204,11.8758,1386821.6615,346736.88
688148.SH,20260204,,15.0768,1.9528,436708.1334,436708.1334
001207.SZ,20260204,19.4104,2.5648,2.4393,587437.6425,535166.8114
002106.SZ,20260204,27.8881,1.4893,1.3455,830039.8042,828022.6678
300895.SZ,20260204,,8.9498,26.5477,700342.4679,687268.7914
600998.SH,20260204,9.5542,1.0056,0.1688,2662424.2836,2662424.2836
600158.SH,20260204,496.9026,3.549,4.1764,922092.0574,922092.0574
300155.SZ,20260204,,2.5161,19.2827,308114.0315,181569.0
002226.SZ,20260204,20.0909,1.5784,1.6742,1618491.8644,1618459.1838
301005.SZ,20260204,1683.9011,29.6712,29.0827,2282034.404,2249902.8502
002566.SZ,20260204,68.0775,1.2337,4.298,274689.828,192386.0884
301111.SZ,20260204,,4.3859,11.7912,328160.0,328160.0
000906.SZ,20260204,22.3484,0.9251,0.0195,439991.171,434768.6537
600979.SH,20260204,39.8676,1.261,1.9187,585408.8452,571768.5426
002787.SZ,20260204,44.5762,2.3324,1.8569,435394.4021,325867.2881
000768.SZ,20260204,79.228,3.8954,1.9027,8493629.2628,8467935.6096
688586.SH,20260204,413.022,5.2183,13.7185,1287508.8068,1287508.8068
600436.SH,20260204,40.8642,6.8322,10.1103,9887765.7547,9887765.7547
601788.SH,20260204,20.8964,1.2095,7.173,7792231.1099,6602321.0379
688795.SH,20260204,,22.2017,270.5621,25563424.638,1598019.8274
300509.SZ,20260204,44.954,7.0987,3.6704,438375.6,365466.1105
600707.SH,20260204,62.4463,1.1186,2.1562,2436516.628,2436027.748
920087.BJ,20260204,130.5173,6.2968,8.6707,327426.4,325139.4198
600153.SH,20260204,13.7985,0.5045,0.0402,2809652.8559,2809652.8559
601880.SH,20260204,26.1093,0.9688,3.3899,3912913.3574,3056566.5015
920670.BJ,20260204,408.3388,7.6118,18.157,184757.376,115968.2525
300836.SZ,20260204,90.5806,9.523,8.9243,542952.3034,370283.2251
300348.SZ,20260204,3483.6408,5.2845,6.2477,1118421.6778,977937.7283
002210.SZ,20260204,906.7887,8.8245,45.3611,840949.5566,839377.109
300381.SZ,20260204,519.2164,1.3031,4.0603,337359.2237,336177.1117
002748.SZ,20260204,68.5904,2.1531,1.4535,295680.0,295680.0
300918.SZ,20260204,47.33,2.2997,5.1773,869032.8112,869032.8112
002395.SZ,20260204,9.3221,3.5472,2.0511,533199.492,533154.7242
300843.SZ,20260204,78.0869,5.8162,5.7289,921167.2641,883946.6623
300684.SZ,20260204,51.5473,7.9,9.3568,1654788.4571,1128774.2518
603667.SH,20260204,327.4718,10.0591,8.6902,3000299.2946,3000299.2946
688779.SH,20260204,,2.8519,2.8032,1911856.3699,1911856.3699
300267.SZ,20260204,,1.7444,6.0357,779664.6409,537664.1348
300553.SZ,20260204,127.1651,5.5668,13.9743,473730.1955,359517.8857
601933.SH,20260204,,11.1632,0.7429,4120066.7948,4120066.7948
920942.BJ,20260204,67.3076,3.8761,10.7409,193793.636,130749.2723
601658.SH,20260204,7.0358,0.6144,1.736,61368572.3344,34299543.9472
002819.SZ,20260204,,2.0778,2.7669,835312.9588,655401.0326
688718.SH,20260204,70.3213,3.3198,6.7401,251770.1097,251770.1097
603306.SH,20260204,105.9397,8.6669,10.941,2688673.5941,2688673.5941
002424.SZ,20260204,2650.0052,1.8032,1.867,588388.9264,510763.3096
603328.SH,20260204,25.6696,2.668,2.8511,1123247.9374,1123247.9374
603989.SH,20260204,32.7228,1.921,1.8606,723785.4459,723785.4459
603194.SH,20260204,18.0049,3.0456,2.2615,1575930.0,621045.7681
600884.SH,20260204,,1.3473,1.4629,2955728.502,2411334.2062
688325.SH,20260204,106.4777,5.0019,18.8654,860098.0648,798800.0
002237.SZ,20260204,41.1553,2.0017,0.2772,2608266.0242,2174857.3586
300113.SZ,20260204,48.5963,6.9919,9.0497,1766334.7559,1339603.7426
601808.SH,20260204,19.3964,1.6461,1.529,7567744.912,4695302.248
603488.SH,20260204,,3.1844,6.2625,287318.593,287318.593
603006.SH,20260204,47.8926,2.7162,4.1656,354176.1703,354176.1703
600797.SH,20260204,619.6594,3.0608,3.1386,1068627.4248,1068627.4248
300041.SZ,20260204,45.0312,2.4084,1.6405,696496.1691,677388.4706
300678.SZ,20260204,1238.0887,11.5617,20.2764,978371.1532,961509.9819
920665.BJ,20260204,41.266,2.5315,5.7245,182765.94,90084.7652
688676.SH,20260204,72.7218,10.121,6.5408,4772561.6983,4772561.6983
300613.SZ,20260204,71.0537,3.9756,6.7189,1094300.5051,1032157.6527
601022.SH,20260204,18.5809,2.1042,2.1072,1266757.0673,1266757.0673
600883.SH,20260204,57.417,2.1062,36.6804,206577.0,206577.0
001390.SZ,20260204,28.4272,3.0365,4.9742,482000.0,120500.0
600368.SH,20260204,10.1085,0.9028,4.1689,647080.8509,647080.8509
003023.SZ,20260204,30.5688,1.6163,2.1365,250186.3,249617.5208
920476.BJ,20260204,61.7187,5.142,6.2591,221297.1204,209270.8303
300165.SZ,20260204,,1.9789,3.625,252710.9798,214472.6863
002868.SZ,20260204,,,9.5572,561051.1716,556090.241
002527.SZ,20260204,,8.6157,2.8775,1078137.6592,860609.8133
002133.SZ,20260204,,1.0276,0.5737,298045.5074,296400.0274
920395.BJ,20260204,32.1433,7.5436,10.0179,178983.0308,121129.7559
001338.SZ,20260204,19.0962,1.7063,1.5157,635191.2358,635191.2358
002457.SZ,20260204,20.5012,1.7092,1.5869,421527.3152,421318.5643
000510.SZ,20260204,,8.1913,5.673,1011079.4553,945790.4497
601231.SH,20260204,50.8146,3.7344,1.3636,8225688.7836,8225688.7836
600207.SH,20260204,,2.2683,1.6268,542477.6519,542477.6519
600226.SH,20260204,92.011,4.8563,10.3947,1754884.9222,1754884.9222
688161.SH,20260204,44.8468,2.9671,8.1101,1196800.0,1196800.0
301381.SZ,20260204,39.2619,3.3696,0.7691,896887.5786,434525.8086
000069.SZ,20260204,,0.487,0.5307,2234496.7387,1917811.2951
601360.SH,20260204,,2.9284,10.2246,8595457.0754,8595457.0754
600109.SH,20260204,13.7925,0.9799,4.0075,3416346.447,3416346.447
001203.SZ,20260204,66.3441,6.7598,11.6009,4513388.8006,3872291.461
000955.SZ,20260204,,4.7418,6.6413,307423.545,307261.6522
600527.SH,20260204,141.9805,1.9206,7.4248,396573.2466,396573.2466
002719.SZ,20260204,,8.6451,2.6711,166129.042,154415.4846
688772.SH,20260204,39.5984,3.0499,1.6298,2174928.7374,2174704.2628
301209.SZ,20260204,174.3596,13.6513,19.6803,1042048.0,890234.632
000008.SZ,20260204,,2.7801,3.828,814913.3049,814889.0856
300134.SZ,20260204,,2.3995,3.8776,914090.1251,848489.8451
301138.SZ,20260204,40.2802,4.2639,6.4028,475440.0,271635.2747
603323.SH,20260204,4.9303,0.5308,2.4034,1007252.1771,1007252.1771
603198.SH,20260204,16.3111,3.3631,5.3827,3416000.0,3416000.0
002603.SZ,20260204,,2.8984,4.9164,2957148.5155,2437018.728
002351.SZ,20260204,26.5742,3.7962,3.8256,1091823.396,639857.7197
300816.SZ,20260204,70.7547,5.6539,5.0954,512240.0,362848.8601
001266.SZ,20260204,87.8348,3.7057,4.5526,351965.6623,197360.604
002190.SZ,20260204,,2.4906,5.6907,1305416.0792,1305416.0792
002728.SZ,20260204,77.3021,3.4173,6.6676,616115.9977,452554.0295
300963.SZ,20260204,122.8183,8.5151,9.8221,939753.36,593006.5813
002444.SZ,20260204,17.4153,2.3605,2.9557,4394485.2316,4219933.5903
603648.SH,20260204,35.3483,2.1187,2.8018,387781.696,387781.696
601825.SH,20260204,6.51,0.6395,3.0987,8053111.1116,7827658.5715
301232.SZ,20260204,,11.1829,6.3457,1578409.287,938012.565
000753.SZ,20260204,127.7241,2.624,2.3287,717832.2954,717832.2954
603569.SH,20260204,67.1329,1.5961,0.9248,449009.3947,449009.3947
002291.SZ,20260204,,2.5481,2.2757,768677.1502,714420.9719
300721.SZ,20260204,,2.3923,1.7448,270018.9585,226620.0338
002167.SZ,20260204,39.5426,5.7999,8.2155,1015596.6963,992953.9735
920641.BJ,20260204,211.5874,4.2335,2.9368,150900.75,91297.4683
001368.SZ,20260204,37.6643,2.742,3.4776,375092.7305,105723.6962
300169.SZ,20260204,,,5.1482,238946.5212,221172.3282
603721.SH,20260204,,5.8164,9.752,267540.0,267540.0
300171.SZ,20260204,72.1882,1.5898,2.3894,1248299.7052,917131.4887
301203.SZ,20260204,22.13,2.001,9.2037,285200.0,156298.5125
301087.SZ,20260204,34.9781,2.375,3.5742,1119479.023,1040969.7802
300959.SZ,20260204,345.402,6.5956,10.2511,739865.9668,481982.1461
688661.SH,20260204,337.8075,10.5528,14.9366,1306235.3036,1306235.3036
600166.SH,20260204,32.564,1.6131,0.4318,2478146.3149,2478146.3149
002955.SZ,20260204,110.5585,1.9904,2.0339,654309.3567,542713.6138
301097.SZ,20260204,255.2744,2.8097,6.7185,332050.5239,163026.7259
601838.SH,20260204,5.1131,0.8026,2.8964,6806927.1817,6806927.1817
002456.SZ,20260204,,8.4456,1.529,3330434.6133,3286045.3658
000802.SZ,20260204,,4.2435,7.0761,330745.9178,330544.9478
301225.SZ,20260204,106.4144,9.6255,15.0293,1476369.78,426744.842
301170.SZ,20260204,27.1318,1.7255,2.7542,304800.0,102337.8954
002207.SZ,20260204,,73.974,8.0174,262055.378,260811.9
600713.SH,20260204,13.6636,1.0408,0.1346,725148.4471,714572.6004
002213.SZ,20260204,,11.1291,5.5331,623160.4301,542473.5427
603071.SH,20260204,11.5807,1.3649,0.1871,762165.7678,762165.7678
000531.SZ,20260204,15.6668,0.9578,1.5978,661289.8458,577688.3849
920169.BJ,20260204,92.9177,9.6364,15.6847,319968.3564,201180.6839
301578.SZ,20260204,81.8789,3.1591,3.425,294080.7761,83620.1691
300111.SZ,20260204,940.8332,8.6857,19.7172,597265.7713,597265.7713
300607.SZ,20260204,,5.0865,6.2346,1449042.1877,1008766.0894
002011.SZ,20260204,11.4974,2.0877,1.0249,1339047.7152,1320210.8953
601998.SH,20260204,5.7916,0.565,1.9249,40899194.264,29960804.4759
002413.SZ,20260204,,5.5742,12.6743,1874783.1702,1840806.7362
300145.SZ,20260204,35.0264,2.985,1.7216,877550.6105,873248.715
002690.SZ,20260204,23.7512,6.2581,7.0271,1705348.4637,838432.98
002244.SZ,20260204,11.4977,1.2795,0.405,3802184.4336,3282169.024
300753.SZ,20260204,,6.1543,10.9925,418479.36,291847.1265
605155.SH,20260204,32.0626,2.9832,4.4984,395221.8746,385987.681
300037.SZ,20260204,37.6495,3.6538,4.2315,3722119.969,2665711.4392
002403.SZ,20260204,,2.6152,1.515,418985.4522,365508.5884
001217.SZ,20260204,145.8009,1.9098,2.1957,429439.78,425186.4305
000680.SZ,20260204,15.1974,3.2982,1.2943,1924682.9712,1686762.4145
605318.SH,20260204,,12.2267,13.6212,790206.941,790206.941
603231.SH,20260204,21.1358,1.8964,2.2699,372387.9592,206687.335
300967.SZ,20260204,17.6371,5.0872,3.0873,416970.8221,277252.8401
301328.SZ,20260204,58.8439,2.9995,8.7909,582765.729,267890.548
301027.SZ,20260204,139.0204,2.8598,4.0015,272391.0,219102.9745
300969.SZ,20260204,89.6182,11.6257,17.1292,1606453.2201,720912.4271
301039.SZ,20260204,22.0513,1.3116,0.9442,1905984.5351,1477118.7675
600371.SH,20260204,136.8086,5.0335,12.5351,276486.21,276486.21
300674.SZ,20260204,39.5642,3.5464,4.1386,1570047.2438,1567716.3029
600704.SH,20260204,7.8138,0.7342,0.0503,2968257.2569,2968257.2569
300539.SZ,20260204,172.2576,7.5981,9.7353,882855.48,568161.1303
000581.SZ,20260204,13.34,1.0251,1.7877,2046685.3121,1680616.5427
003002.SZ,20260204,31.1111,3.775,4.3797,566200.0,517640.6355
603709.SH,20260204,,4.5451,1.4703,235386.1324,233579.0071
688617.SH,20260204,42.4242,10.9006,13.5338,3259486.4925,3259486.4925
603369.SH,20260204,14.8479,2.586,4.0717,4269043.3267,4269043.3267
300657.SZ,20260204,159.7232,11.7596,2.1208,1479515.9479,1444421.7362
603409.SH,20260204,31.6645,3.3744,4.1123,503363.82,125841.7698
600992.SH,20260204,,2.5568,1.7025,356115.77,356115.77
300012.SZ,20260204,26.9324,3.555,4.1585,2657185.7499,2260764.3374
601601.SH,20260204,8.22,1.5142,0.9815,43031787.3282,30617870.4282
002539.SZ,20260204,21.5843,1.8892,0.8508,1748784.0074,1275980.7928
300261.SZ,20260204,,3.4092,5.4343,683949.7244,664683.0174
920982.BJ,20260204,32.8174,13.9085,14.6375,2561814.7298,1222406.8792
001332.SZ,20260204,25.4979,2.4965,4.7519,629793.0,273619.9557
002886.SZ,20260204,144.0359,3.3255,2.9624,599577.7211,476280.0576
300437.SZ,20260204,,2.8212,4.4442,393022.4724,273737.0995
603356.SH,20260204,,6.364,2.5655,244012.2,244012.2
002869.SZ,20260204,220.5112,1.8599,6.9672,398058.7298,354416.0715
601518.SH,20260204,10.1657,0.9857,3.6405,553932.0785,553932.0785
300308.SZ,20260204,72.7685,23.9826,19.7192,62222626.704,61908026.992
300425.SZ,20260204,58.0248,1.5439,2.1751,362943.6218,361265.414
603182.SH,20260204,23.1544,2.4285,1.8877,265912.8,265912.8
300003.SZ,20260204,77.6559,2.1766,5.2917,3310740.193,2835675.4521
002252.SZ,20260204,23.0084,1.2896,5.2833,4201844.4018,4199631.9244
300946.SZ,20260204,143.4664,6.3171,12.074,751177.557,364997.7045
000812.SZ,20260204,,1.9155,2.4182,344374.2911,344136.1146
002612.SZ,20260204,8.0409,2.4426,1.4272,833567.0865,479928.7037
301548.SZ,20260204,45.3956,3.9754,10.1295,600213.0,180995.1408
920953.BJ,20260204,66.5237,8.0644,15.529,457117.8523,213672.3667
300047.SZ,20260204,292.2396,2.6208,0.9759,864144.0306,740699.5591
002802.SZ,20260204,54.8105,3.9636,6.1298,250847.5382,250353.396
300942.SZ,20260204,127.0596,4.6939,15.763,396967.3887,396967.3887
000157.SZ,20260204,18.9789,1.4426,1.6921,8164217.2628,6674473.9907
300305.SZ,20260204,,1.2135,2.5874,248515.0463,212817.0438
601096.SH,20260204,49.4873,3.6122,1.672,1655920.9995,1017002.4789
688501.SH,20260204,17.7896,3.0517,1.6186,326093.25,326093.25
688141.SH,20260204,,13.3481,9.5233,2313752.427,2313752.427
600305.SH,20260204,60.473,2.682,3.929,900667.8238,897832.4176
600292.SH,20260204,16450.5908,2.0695,13.0561,5957080.4334,1061910.9704
