rebalance_date,ticker,profitability_proxy,cashflow_proxy,leverage_proxy,stability_proxy,quality_score,factor_value,report_period,ann_date,known_at,available_at,factor_id,factor_name
20260331,002747,0.3371,-0.1516,69.1817,3.7636,-1.87949,-1.87949,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002748,0.2694,0.5417,47.1324,2.7302,-0.93458,-0.93458,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002749,0.3246,-0.0042,15.477,3.2737,0.26418,0.26418,20260331,20260418,20260418,20260418,F06,FUNDAMENTAL_QUALITY
20260331,002752,0.4242,0.3359,52.8486,4.1906,-1.09153,-1.09153,20260331,20260421,20260421,20260421,F06,FUNDAMENTAL_QUALITY
20260331,002753,0.005,-0.2905,31.664,0.0499,-0.68738,-0.68738,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002755,0.253,0.2042,25.2824,2.5925,-0.13892,-0.13892,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002756,0.3759,0.5499,11.4547,3.7806,0.57479,0.57479,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002757,0.2109,0.4123,44.4133,2.1326,-0.89738,-0.89738,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002758,0.1098,-0.9389,69.6247,1.0478,-2.2584,-2.2584,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002759,0.5608,-0.0673,43.6545,5.8246,-0.68182,-0.68182,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002760,0.0774,-1.1211,33.4176,0.7989,-0.86644,-0.86644,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002761,0.3398,-3.2179,90.2725,2.8388,-3.3976,-3.3976,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002762,0.0016,-0.0157,11.9638,0.0177,0.15306,0.15306,20260331,20260427,20260427,20260427,F06,FUNDAMENTAL_QUALITY
20260331,002763,0.4771,0.3403,24.0657,4.9726,0.11803,0.11803,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002765,0.0735,-0.0744,54.9329,0.7184,-1.52348,-1.52348,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002766,-0.1716,-0.0676,15.0127,1.6834,0.11445,0.11445,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002767,0.0038,-0.6776,31.6119,0.0387,-0.76357,-0.76357,20260331,20260424,20260424,20260424,F06,FUNDAMENTAL_QUALITY
20260331,002768,0.4062,0.4387,58.2214,4.0642,-1.29611,-1.29611,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002769,0.0317,-0.0149,55.4937,0.3165,-1.56498,-1.56498,20260331,20260427,20260427,20260427,F06,FUNDAMENTAL_QUALITY
20260331,002771,-0.2231,-0.183,33.2704,2.2112,-0.60887,-0.60887,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002772,0.4475,0.412,52.9082,4.5438,-1.05283,-1.05283,20260331,20260422,20260422,20260422,F06,FUNDAMENTAL_QUALITY
20260331,002773,0.3165,0.3737,6.1844,3.2528,0.70923,0.70923,20260331,20260423,20260423,20260423,F06,FUNDAMENTAL_QUALITY
20260331,002774,-0.0164,-0.1323,40.6876,0.1626,-1.01131,-1.01131,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002775,-3.2615,-0.1798,98.6901,20.9115,-2.28212,-2.28212,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002777,0.072,-0.243,29.5849,0.6929,-0.54516,-0.54516,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002778,-0.1943,-0.4634,46.2057,1.7456,-1.21049,-1.21049,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002779,0.3045,-0.1829,48.5643,3.0933,-1.10903,-1.10903,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002780,0.3827,0.2364,36.7675,3.8073,-0.49791,-0.49791,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002782,0.1157,0.2396,53.0801,1.1424,-1.3541,-1.3541,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002783,0.0375,-0.0924,53.8248,0.3645,-1.50995,-1.50995,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002785,0.0077,0.0195,43.5285,0.0755,-1.09798,-1.09798,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002786,0.7444,0.0689,95.8178,7.5591,-2.60705,-2.60705,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002787,0.1451,-0.5066,32.9523,1.3849,-0.67912,-0.67912,20260331,20260421,20260421,20260421,F06,FUNDAMENTAL_QUALITY
20260331,002788,0.1957,-0.6434,74.5917,2.0336,-2.32368,-2.32368,20260331,20260421,20260421,20260421,F06,FUNDAMENTAL_QUALITY
20260331,002789,-3.4899,-0.9935,94.3835,29.6838,-1.71063,-1.71063,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002790,0.0042,0.0511,17.9369,0.0431,-0.07055,-0.07055,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002791,-0.0927,-0.7584,32.562,0.8976,-0.77012,-0.77012,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002792,-0.0459,-0.236,21.5693,0.458,-0.2506,-0.2506,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002793,0.2233,0.1303,67.0734,2.1336,-1.85883,-1.85883,20260331,20260423,20260423,20260423,F06,FUNDAMENTAL_QUALITY
20260331,002795,1.484,-0.0243,53.0843,16.4831,-0.24757,-0.24757,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002796,-0.2695,-0.1235,46.6587,2.755,-1.10087,-1.10087,20260331,20260427,20260427,20260427,F06,FUNDAMENTAL_QUALITY
20260331,002797,0.1188,0.1698,69.6535,1.1281,-2.03161,-2.03161,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002798,-0.0953,0.0903,62.2541,0.8316,-1.79271,-1.79271,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002799,0.0252,-0.0568,26.7475,0.1841,-0.43303,-0.43303,20260331,20260424,20260424,20260424,F06,FUNDAMENTAL_QUALITY
20260331,002800,0.0357,-0.5933,51.8698,0.3583,-1.5325,-1.5325,20260331,20260422,20260422,20260422,F06,FUNDAMENTAL_QUALITY
20260331,002801,0.6747,-0.0655,16.3665,6.984,0.49869,0.49869,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002802,0.1942,0.0154,6.6722,1.9768,0.52079,0.52079,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002803,0.2672,0.0323,37.4846,2.6471,-0.6563,-0.6563,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002805,0.8084,0.0255,71.7522,8.5811,-1.57862,-1.57862,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002806,-0.1424,-0.0037,43.0051,1.4143,-1.00745,-1.00745,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002807,0.1836,-0.6503,90.9636,1.8527,-2.99318,-2.99318,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002808,-0.3836,0.0048,60.2737,3.7664,-1.56378,-1.56378,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002809,-0.0679,0.0577,33.5757,0.6844,-0.65921,-0.65921,20260331,20260427,20260427,20260427,F06,FUNDAMENTAL_QUALITY
20260331,002810,0.4663,0.3011,42.7326,4.57,-0.66437,-0.66437,20260331,20260427,20260427,20260427,F06,FUNDAMENTAL_QUALITY
20260331,002811,0.2545,-0.2823,44.9431,2.4878,-1.02942,-1.02942,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002812,0.1037,0.2104,43.6497,1.0199,-0.9921,-0.9921,20260331,20260423,20260423,20260423,F06,FUNDAMENTAL_QUALITY
20260331,002813,-0.8939,-0.3045,54.719,8.5585,-1.13502,-1.13502,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002815,0.0416,0.0926,25.1345,0.3653,-0.32492,-0.32492,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002816,-0.1724,-0.3468,41.0213,1.7087,-0.98008,-0.98008,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002817,0.1836,-0.0193,12.3009,1.7922,0.27534,0.27534,20260331,20260418,20260418,20260418,F06,FUNDAMENTAL_QUALITY
20260331,002818,0.6481,0.1921,12.2401,6.6987,0.69357,0.69357,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002819,-0.0924,-0.7208,33.8513,1.322,-0.78585,-0.78585,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002820,0.0919,0.0711,8.7308,0.8411,0.36365,0.36365,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002821,0.1688,1.4594,13.249,1.7103,0.52616,0.52616,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002822,-0.0685,-0.0328,25.0757,0.6753,-0.33799,-0.33799,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002823,0.2492,0.3072,42.3129,2.5025,-0.80589,-0.80589,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002824,0.1066,0.7454,57.0622,1.0597,-1.41866,-1.41866,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002825,0.1027,0.1134,40.7915,1.0661,-0.89419,-0.89419,20260331,20260421,20260421,20260421,F06,FUNDAMENTAL_QUALITY
20260331,002826,0.2502,0.4163,24.0436,2.3758,-0.06168,-0.06168,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002827,0.088,-0.0933,50.3772,0.8823,-1.33266,-1.33266,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002828,-1.1181,-0.2232,52.6406,10.9357,-0.89958,-0.89958,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002829,-0.1745,-0.3007,25.7096,1.6992,-0.35926,-0.35926,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002830,0.0585,-0.0723,48.4925,0.4939,-1.28192,-1.28192,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002831,0.2015,0.7145,43.4265,2.01,-0.80659,-0.80659,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002832,0.6774,0.7405,27.9479,6.9572,0.1951,0.1951,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002833,0.4827,0.3627,29.4401,4.8777,-0.09822,-0.09822,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002835,0.2184,-0.7164,20.002,2.1964,-0.14166,-0.14166,20260331,20260424,20260424,20260424,F06,FUNDAMENTAL_QUALITY
20260331,002836,0.4058,0.1346,29.2832,4.2636,-0.18618,-0.18618,20260331,20260427,20260427,20260427,F06,FUNDAMENTAL_QUALITY
20260331,002837,0.0282,-0.3953,55.1085,0.2507,-1.63038,-1.63038,20260331,20260421,20260421,20260421,F06,FUNDAMENTAL_QUALITY
20260331,002838,0.3182,0.2715,52.726,3.2194,-1.17485,-1.17485,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002839,0.3068,2.208,91.1424,2.768,-2.35545,-2.35545,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002840,-0.669,-0.033,63.807,6.4732,-1.56076,-1.56076,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002841,0.1844,-1.432,50.3361,1.8342,-1.52561,-1.52561,20260331,20260423,20260423,20260423,F06,FUNDAMENTAL_QUALITY
20260331,002842,1.7253,-1.7799,62.4388,18.7869,-0.79508,-0.79508,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002843,0.1872,-0.0656,45.4702,1.8363,-1.05733,-1.05733,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002845,-0.1741,-0.9659,72.0699,1.7371,-2.34404,-2.34404,20260331,20260427,20260427,20260427,F06,FUNDAMENTAL_QUALITY
20260331,002846,0.0878,0.3368,62.1158,0.8826,-1.71618,-1.71618,20260331,20260422,20260422,20260422,F06,FUNDAMENTAL_QUALITY
20260331,002847,1.0681,1.2328,48.8723,10.7253,-0.25314,-0.25314,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002848,0.6929,-0.0491,82.5416,7.2018,-2.12859,-2.12859,20260331,20260421,20260421,20260421,F06,FUNDAMENTAL_QUALITY
20260331,002849,0.1922,-0.1426,47.0181,1.8657,-1.13219,-1.13219,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002850,0.3368,0.8016,42.3151,3.3842,-0.63959,-0.63959,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002851,0.1309,0.0423,42.9509,1.5103,-0.96235,-0.96235,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002852,0.0609,0.742,46.2623,0.6275,-1.02074,-1.02074,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002853,-0.1234,-0.2541,38.0916,1.2451,-0.87036,-0.87036,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002855,-0.8888,-0.5203,89.6544,11.2311,-2.39687,-2.39687,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002856,0.4905,-0.0794,100.494,0.0,-3.35304,-3.35304,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002857,-0.5298,-0.3376,47.4673,5.1795,-1.04043,-1.04043,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002858,0.1169,0.2357,28.0467,1.1614,-0.35219,-0.35219,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002859,0.1543,0.058,57.6016,1.5156,-1.54252,-1.54252,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002860,0.2451,0.3326,39.2074,2.4648,-0.67952,-0.67952,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002861,-0.2704,-0.0399,33.6007,2.5814,-0.57352,-0.57352,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002862,0.2307,-0.2686,57.1311,2.3225,-1.52758,-1.52758,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002863,0.1061,0.1309,69.7531,1.0393,-2.05056,-2.05056,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002864,0.1306,0.8751,29.6676,1.2818,-0.27978,-0.27978,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002865,0.0386,-2.2606,75.0015,0.3684,-2.79016,-2.79016,20260331,20260410,20260410,20260410,F06,FUNDAMENTAL_QUALITY
20260331,002866,0.0686,0.2007,48.161,0.7279,-1.19746,-1.19746,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002867,0.4325,-0.1626,20.5436,4.4264,0.11748,0.11748,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002868,0.8923,0.135,90.8091,9.2078,-2.2688,-2.2688,20260331,20260415,20260415,20260415,F06,FUNDAMENTAL_QUALITY
20260331,002869,-0.1279,-0.2627,17.3114,1.2431,-0.04149,-0.04149,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002870,-0.0646,1.4876,65.8604,0.6352,-1.66758,-1.66758,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002871,0.1934,0.1186,18.9771,1.9453,0.04707,0.04707,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002872,-0.0504,0.0034,25.3115,0.5028,-0.34987,-0.34987,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002873,0.0277,0.1787,39.7767,0.2778,-0.9006,-0.9006,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002875,0.2413,0.0213,37.8404,2.4606,-0.68775,-0.68775,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002876,0.1366,-0.6983,62.0526,1.3874,-1.8821,-1.8821,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002877,0.0498,-0.0599,49.9987,0.502,-1.34001,-1.34001,20260331,20260427,20260427,20260427,F06,FUNDAMENTAL_QUALITY
20260331,002878,-0.021,0.1009,39.9212,0.2416,-0.92921,-0.92921,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002879,0.0108,-0.1445,23.0912,0.0772,-0.31289,-0.31289,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002880,0.1268,-0.5185,32.4869,1.2761,-0.67197,-0.67197,20260331,20260427,20260427,20260427,F06,FUNDAMENTAL_QUALITY
20260331,002881,0.1994,-0.635,38.1643,2.107,-0.8597,-0.8597,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002882,0.0359,-0.7615,54.1741,0.3603,-1.65815,-1.65815,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002883,0.0217,0.2169,54.1943,0.2186,-1.47418,-1.47418,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002884,0.3841,-0.0039,7.1355,3.9716,0.65036,0.65036,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002885,0.1995,0.1131,50.1878,2.0158,-1.1971,-1.1971,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002886,0.071,0.1296,48.7973,0.7046,-1.23844,-1.23844,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002887,0.167,-0.1235,37.3026,1.6542,-0.75638,-0.75638,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002888,-0.0605,0.0414,15.9911,0.6024,0.03616,0.03616,20260331,20260427,20260427,20260427,F06,FUNDAMENTAL_QUALITY
20260331,002889,0.1505,0.0416,48.0622,1.5535,-1.1621,-1.1621,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002890,0.0914,-0.051,18.7188,0.9176,-0.05522,-0.05522,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002891,0.2238,-0.4854,42.3708,2.3182,-0.98152,-0.98152,20260331,20260424,20260424,20260424,F06,FUNDAMENTAL_QUALITY
20260331,002892,-0.0918,0.0219,51.3269,0.9117,-1.36363,-1.36363,20260331,20260427,20260427,20260427,F06,FUNDAMENTAL_QUALITY
20260331,002893,1.3488,-0.9846,42.3073,14.4649,-0.15659,-0.15659,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002895,0.2411,-0.9781,34.1705,2.4137,-0.74395,-0.74395,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002896,0.0979,-0.0499,34.9777,0.9193,-0.70457,-0.70457,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002897,0.1432,1.4157,57.8222,1.4304,-1.28665,-1.28665,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002898,-0.242,-0.0912,55.8107,2.3926,-1.48189,-1.48189,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002899,0.0919,-0.2592,38.238,0.8519,-0.88192,-0.88192,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002900,-0.0358,0.0513,46.9317,0.3988,-1.21054,-1.21054,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002901,0.4001,0.1699,23.3623,4.0186,0.0408,0.0408,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002902,-0.3767,-0.2667,76.8697,3.7075,-2.28512,-2.28512,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002903,-0.1207,-0.011,30.2749,1.105,-0.51817,-0.51817,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002905,-3.4423,0.1221,96.9488,28.8493,-1.64103,-1.64103,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002906,0.2347,0.3004,51.2365,2.3423,-1.17631,-1.17631,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002907,0.1901,0.0586,14.6919,1.92,0.20445,0.20445,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002908,-0.088,-0.1494,20.8669,0.8754,-0.18157,-0.18157,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002909,-0.1522,-0.0659,62.3684,1.4742,-1.79137,-1.79137,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002910,-0.3157,0.2344,56.9135,3.1377,-1.41859,-1.41859,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002911,0.1843,-0.2074,53.8036,0.9682,-1.47717,-1.47717,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002912,-0.5014,-0.5005,21.8247,4.8956,-0.06343,-0.06343,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002913,0.043,0.4686,52.7133,0.3934,-1.35083,-1.35083,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002915,-0.0343,-0.1789,52.4395,0.356,-1.47958,-1.47958,20260331,20260427,20260427,20260427,F06,FUNDAMENTAL_QUALITY
20260331,002916,0.4819,0.3632,47.2425,4.8254,-0.81375,-0.81375,20260331,20260424,20260424,20260424,F06,FUNDAMENTAL_QUALITY
20260331,002917,0.2228,-0.0454,35.2836,2.2195,-0.61674,-0.61674,20260331,20260418,20260418,20260418,F06,FUNDAMENTAL_QUALITY
20260331,002918,-0.0506,-0.0472,47.1519,0.5501,-1.23044,-1.23044,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002919,0.1123,0.0525,36.1245,1.1296,-0.71451,-0.71451,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002920,0.3031,1.8697,49.3564,3.0185,-0.7354,-0.7354,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002921,-0.0114,0.0456,42.6543,0.0723,-1.05992,-1.05992,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002922,0.1786,-0.4519,59.5476,1.8125,-1.7001,-1.7001,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002923,0.1588,0.1854,46.8038,1.4915,-1.08631,-1.08631,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002925,0.1792,0.2075,37.2248,1.8207,-0.67476,-0.67476,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002926,0.1561,1.0838,77.6937,1.5742,-2.13697,-2.13697,20260331,20260423,20260423,20260423,F06,FUNDAMENTAL_QUALITY
20260331,002927,0.1108,-0.0307,34.921,1.0696,-0.68715,-0.68715,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002928,0.341,0.5397,83.5301,3.4167,-2.3379,-2.3379,20260331,20260427,20260427,20260427,F06,FUNDAMENTAL_QUALITY
20260331,002929,0.0224,-2.6584,70.9583,0.1994,-2.72087,-2.72087,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002930,0.0935,0.4849,71.4967,0.8772,-2.06158,-2.06158,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002931,0.0458,-0.0451,11.4289,0.3477,0.19499,0.19499,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002932,0.0,-0.1151,5.7791,0.0068,0.37967,0.37967,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002933,-0.0153,0.5982,33.8952,0.1442,-0.59467,-0.59467,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002935,-0.0318,-0.2854,45.8134,0.3163,-1.23824,-1.23824,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002936,0.2361,1.71,92.5962,1.9235,-2.57655,-2.57655,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002937,0.2398,0.0888,39.7801,2.3085,-0.76213,-0.76213,20260331,20260424,20260424,20260424,F06,FUNDAMENTAL_QUALITY
20260331,002938,0.1338,1.3359,30.3587,1.3454,-0.21072,-0.21072,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002939,0.1855,1.0831,77.4891,1.9249,-2.10261,-2.10261,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002940,0.1103,-0.0725,39.2675,1.0787,-0.86881,-0.86881,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002941,-0.0311,-2.1483,68.8966,0.3382,-2.5325,-2.5325,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002942,0.3665,-0.0799,26.6078,3.6917,-0.16412,-0.16412,20260331,20260422,20260422,20260422,F06,FUNDAMENTAL_QUALITY
20260331,002943,-0.2254,0.03,68.3499,2.2303,-1.96836,-1.96836,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002945,0.1274,2.7161,79.8403,1.2834,-1.91869,-1.91869,20260331,20260425,20260425,20260425,F06,FUNDAMENTAL_QUALITY
20260331,002946,0.4952,0.3323,55.2894,4.7698,-1.14417,-1.14417,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002947,0.4674,0.8005,25.2058,4.7686,0.14988,0.14988,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002948,0.3556,2.1949,93.7571,3.045,-2.43931,-2.43931,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,002949,0.0304,-0.3424,42.3978,0.2824,-1.10906,-1.10906,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,002950,0.3031,0.0677,36.9569,2.988,-0.6018,-0.6018,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002951,-0.08,-0.1125,21.7299,0.7616,-0.2155,-0.2155,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,002952,0.1119,0.4426,22.3978,1.0202,-0.09479,-0.09479,20260331,20260427,20260427,20260427,F06,FUNDAMENTAL_QUALITY
