rebalance_date,ticker,profitability_proxy,cashflow_proxy,leverage_proxy,stability_proxy,quality_score,factor_value,report_period,ann_date,known_at,available_at,factor_id,factor_name
20260331,000089,0.2171,0.4196,52.269,2.1954,-1.20533,-1.20533,20260331,20260424,20260424,20260424,F06,FUNDAMENTAL_QUALITY
20260331,000090,-0.0208,-0.0856,74.1723,0.161,-2.34185,-2.34185,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,000096,0.0444,-0.096,26.6638,0.4447,-0.41823,-0.41823,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,000099,0.1668,0.4107,26.6386,1.6812,-0.22124,-0.22124,20260331,20260428,20260428,20260428,F06,FUNDAMENTAL_QUALITY
20260331,000100,0.2295,0.5478,65.0272,2.488,-1.66925,-1.66925,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,000151,0.1915,-0.2642,73.7536,2.103,-2.21013,-2.21013,20260331,20260424,20260424,20260424,F06,FUNDAMENTAL_QUALITY
20260331,000153,0.1694,0.02,58.9795,1.7266,-1.58966,-1.58966,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,000155,0.2405,-0.1738,51.6265,2.515,-1.27464,-1.27464,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,000156,0.0742,-0.5292,45.7166,0.7447,-1.24396,-1.24396,20260331,20260427,20260427,20260427,F06,FUNDAMENTAL_QUALITY
20260331,000157,0.1483,0.1081,57.6623,1.5244,-1.53495,-1.53495,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,000158,-0.1914,-0.9649,64.2596,1.8975,-2.02248,-2.02248,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,000159,0.0354,-0.0327,44.0644,0.3543,-1.1085,-1.1085,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,000166,0.1965,0.3568,81.2312,2.0829,-2.38589,-2.38589,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,000301,0.4187,0.5346,81.1,4.1074,-2.18791,-2.18791,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,000333,0.5531,1.9109,60.0182,5.5648,-0.95887,-0.95887,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,000338,0.3289,-0.3118,64.157,3.2727,-1.74408,-1.74408,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,000400,0.0914,-0.19,47.5928,0.9093,-1.23849,-1.23849,20260331,20260411,20260411,20260411,F06,FUNDAMENTAL_QUALITY
20260331,000401,-0.3828,-0.242,50.3894,3.6763,-1.2237,-1.2237,20260331,20260430,20260430,20260430,F06,FUNDAMENTAL_QUALITY
20260331,000402,0.1806,-0.1508,79.19,1.7529,-2.42933,-2.42933,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
20260331,000403,0.0234,-0.1808,13.6287,0.2836,0.07335,0.07335,20260331,20260429,20260429,20260429,F06,FUNDAMENTAL_QUALITY
