ticker,report_period,ann_date,known_at,available_at,source_file,source_mode
002230,20260331,20260429,20260429,20260429,002230_fin.csv,REAL_FUNDAMENTALS
002232,20260331,20260425,20260425,20260425,002232_fin.csv,REAL_FUNDAMENTALS
002233,20260331,20260423,20260423,20260423,002233_fin.csv,REAL_FUNDAMENTALS
002234,20260331,20260425,20260425,20260425,002234_fin.csv,REAL_FUNDAMENTALS
002235,20260331,20260430,20260430,20260430,002235_fin.csv,REAL_FUNDAMENTALS
002236,20260331,20260418,20260418,20260418,002236_fin.csv,REAL_FUNDAMENTALS
002237,20260331,20260427,20260427,20260427,002237_fin.csv,REAL_FUNDAMENTALS
002238,20260331,20260430,20260430,20260430,002238_fin.csv,REAL_FUNDAMENTALS
002239,20260331,20260428,20260428,20260428,002239_fin.csv,REAL_FUNDAMENTALS
002240,20260331,20260430,20260430,20260430,002240_fin.csv,REAL_FUNDAMENTALS
002241,20260331,20260424,20260424,20260424,002241_fin.csv,REAL_FUNDAMENTALS
002242,20260331,20260430,20260430,20260430,002242_fin.csv,REAL_FUNDAMENTALS
002243,20260331,20260428,20260428,20260428,002243_fin.csv,REAL_FUNDAMENTALS
002244,20260331,20260428,20260428,20260428,002244_fin.csv,REAL_FUNDAMENTALS
002245,20260331,20260425,20260425,20260425,002245_fin.csv,REAL_FUNDAMENTALS
002246,20260331,20260427,20260427,20260427,002246_fin.csv,REAL_FUNDAMENTALS
002247,20260331,20260429,20260429,20260429,002247_fin.csv,REAL_FUNDAMENTALS
002248,20260331,20260418,20260418,20260418,002248_fin.csv,REAL_FUNDAMENTALS
002249,20260331,20260430,20260430,20260430,002249_fin.csv,REAL_FUNDAMENTALS
002250,20260331,20260428,20260428,20260428,002250_fin.csv,REAL_FUNDAMENTALS
002251,20260331,20260423,20260423,20260423,002251_fin.csv,REAL_FUNDAMENTALS
002252,20260331,20260429,20260429,20260429,002252_fin.csv,REAL_FUNDAMENTALS
002253,20260331,20260428,20260428,20260428,002253_fin.csv,REAL_FUNDAMENTALS
002254,20260331,20260425,20260425,20260425,002254_fin.csv,REAL_FUNDAMENTALS
002255,20260331,20260428,20260428,20260428,002255_fin.csv,REAL_FUNDAMENTALS
002256,20260331,20260421,20260421,20260421,002256_fin.csv,REAL_FUNDAMENTALS
002258,20260331,20260425,20260425,20260425,002258_fin.csv,REAL_FUNDAMENTALS
002259,20260331,20260425,20260425,20260425,002259_fin.csv,REAL_FUNDAMENTALS
002261,20260331,20260428,20260428,20260428,002261_fin.csv,REAL_FUNDAMENTALS
002262,20260331,20260418,20260418,20260418,002262_fin.csv,REAL_FUNDAMENTALS
002263,20260331,20260430,20260430,20260430,002263_fin.csv,REAL_FUNDAMENTALS
002264,20260331,20260428,20260428,20260428,002264_fin.csv,REAL_FUNDAMENTALS
002265,20260331,20260423,20260423,20260423,002265_fin.csv,REAL_FUNDAMENTALS
002266,20260331,20260429,20260429,20260429,002266_fin.csv,REAL_FUNDAMENTALS
002267,20260331,20260428,20260428,20260428,002267_fin.csv,REAL_FUNDAMENTALS
002268,20260331,20260418,20260418,20260418,002268_fin.csv,REAL_FUNDAMENTALS
002269,20260331,20260430,20260430,20260430,002269_fin.csv,REAL_FUNDAMENTALS
002270,20260331,20260427,20260427,20260427,002270_fin.csv,REAL_FUNDAMENTALS
002271,20260331,20260417,20260417,20260417,002271_fin.csv,REAL_FUNDAMENTALS
002272,20260331,20260415,20260415,20260415,002272_fin.csv,REAL_FUNDAMENTALS
002273,20260331,20260423,20260423,20260423,002273_fin.csv,REAL_FUNDAMENTALS
002274,20260331,20260428,20260428,20260428,002274_fin.csv,REAL_FUNDAMENTALS
002275,20260331,20260429,20260429,20260429,002275_fin.csv,REAL_FUNDAMENTALS
002276,20260331,20260430,20260430,20260430,002276_fin.csv,REAL_FUNDAMENTALS
002277,20260331,20260430,20260430,20260430,002277_fin.csv,REAL_FUNDAMENTALS
002278,20260331,20260425,20260425,20260425,002278_fin.csv,REAL_FUNDAMENTALS
002279,20260331,20260430,20260430,20260430,002279_fin.csv,REAL_FUNDAMENTALS
002281,20260331,20260423,20260423,20260423,002281_fin.csv,REAL_FUNDAMENTALS
002282,20260331,20260425,20260425,20260425,002282_fin.csv,REAL_FUNDAMENTALS
002283,20260331,20260428,20260428,20260428,002283_fin.csv,REAL_FUNDAMENTALS
002284,20260331,20260430,20260430,20260430,002284_fin.csv,REAL_FUNDAMENTALS
002285,20260331,20260425,20260425,20260425,002285_fin.csv,REAL_FUNDAMENTALS
002286,20260331,20260425,20260425,20260425,002286_fin.csv,REAL_FUNDAMENTALS
002287,20260331,20260424,20260424,20260424,002287_fin.csv,REAL_FUNDAMENTALS
002289,20260331,20260429,20260429,20260429,002289_fin.csv,REAL_FUNDAMENTALS
002290,20260331,20260429,20260429,20260429,002290_fin.csv,REAL_FUNDAMENTALS
002291,20260331,20260429,20260429,20260429,002291_fin.csv,REAL_FUNDAMENTALS
002292,20260331,20260428,20260428,20260428,002292_fin.csv,REAL_FUNDAMENTALS
002293,20260331,20260423,20260423,20260423,002293_fin.csv,REAL_FUNDAMENTALS
002294,20260331,20260421,20260421,20260421,002294_fin.csv,REAL_FUNDAMENTALS
002295,20260331,20260428,20260428,20260428,002295_fin.csv,REAL_FUNDAMENTALS
002296,20260331,20260428,20260428,20260428,002296_fin.csv,REAL_FUNDAMENTALS
002297,20260331,20260428,20260428,20260428,002297_fin.csv,REAL_FUNDAMENTALS
002298,20260331,20260422,20260422,20260422,002298_fin.csv,REAL_FUNDAMENTALS
002299,20260331,20260423,20260423,20260423,002299_fin.csv,REAL_FUNDAMENTALS
002300,20260331,20260429,20260429,20260429,002300_fin.csv,REAL_FUNDAMENTALS
002301,20260331,20260425,20260425,20260425,002301_fin.csv,REAL_FUNDAMENTALS
002302,20260331,20260422,20260422,20260422,002302_fin.csv,REAL_FUNDAMENTALS
002303,20260331,20260428,20260428,20260428,002303_fin.csv,REAL_FUNDAMENTALS
002304,20260331,20260428,20260428,20260428,002304_fin.csv,REAL_FUNDAMENTALS
002305,20260331,20260428,20260428,20260428,002305_fin.csv,REAL_FUNDAMENTALS
002306,20260331,20260408,20260408,20260408,002306_fin.csv,REAL_FUNDAMENTALS
002307,20260331,20260428,20260428,20260428,002307_fin.csv,REAL_FUNDAMENTALS
002309,20260331,20260428,20260428,20260428,002309_fin.csv,REAL_FUNDAMENTALS
002310,20260331,20260430,20260430,20260430,002310_fin.csv,REAL_FUNDAMENTALS
002311,20260331,20260428,20260428,20260428,002311_fin.csv,REAL_FUNDAMENTALS
002312,20260331,20260428,20260428,20260428,002312_fin.csv,REAL_FUNDAMENTALS
002313,20260331,20260428,20260428,20260428,002313_fin.csv,REAL_FUNDAMENTALS
002314,20260331,20260429,20260429,20260429,002314_fin.csv,REAL_FUNDAMENTALS
002315,20260331,20260430,20260430,20260430,002315_fin.csv,REAL_FUNDAMENTALS
002316,20260331,20260430,20260430,20260430,002316_fin.csv,REAL_FUNDAMENTALS
002317,20260331,20260429,20260429,20260429,002317_fin.csv,REAL_FUNDAMENTALS
002318,20260331,20260428,20260428,20260428,002318_fin.csv,REAL_FUNDAMENTALS
002319,20260331,20260428,20260428,20260428,002319_fin.csv,REAL_FUNDAMENTALS
002320,20260331,20260428,20260428,20260428,002320_fin.csv,REAL_FUNDAMENTALS
002321,20260331,20260428,20260428,20260428,002321_fin.csv,REAL_FUNDAMENTALS
002322,20260331,20260424,20260424,20260424,002322_fin.csv,REAL_FUNDAMENTALS
002323,20260331,20260429,20260429,20260429,002323_fin.csv,REAL_FUNDAMENTALS
002324,20260331,20260425,20260425,20260425,002324_fin.csv,REAL_FUNDAMENTALS
002326,20260331,20260428,20260428,20260428,002326_fin.csv,REAL_FUNDAMENTALS
002327,20260331,20260425,20260425,20260425,002327_fin.csv,REAL_FUNDAMENTALS
002328,20260331,20260428,20260428,20260428,002328_fin.csv,REAL_FUNDAMENTALS
002329,20260331,20260430,20260430,20260430,002329_fin.csv,REAL_FUNDAMENTALS
002330,20260331,20260428,20260428,20260428,002330_fin.csv,REAL_FUNDAMENTALS
002331,20260331,20260423,20260423,20260423,002331_fin.csv,REAL_FUNDAMENTALS
002332,20260331,20260428,20260428,20260428,002332_fin.csv,REAL_FUNDAMENTALS
002333,20260331,20260424,20260424,20260424,002333_fin.csv,REAL_FUNDAMENTALS
002334,20260331,20260417,20260417,20260417,002334_fin.csv,REAL_FUNDAMENTALS
002335,20260331,20260427,20260427,20260427,002335_fin.csv,REAL_FUNDAMENTALS
002337,20260331,20260428,20260428,20260428,002337_fin.csv,REAL_FUNDAMENTALS
002338,20260331,20260428,20260428,20260428,002338_fin.csv,REAL_FUNDAMENTALS
002339,20260331,20260429,20260429,20260429,002339_fin.csv,REAL_FUNDAMENTALS
002340,20260331,20260430,20260430,20260430,002340_fin.csv,REAL_FUNDAMENTALS
002342,20260331,20260428,20260428,20260428,002342_fin.csv,REAL_FUNDAMENTALS
002343,20260331,20260430,20260430,20260430,002343_fin.csv,REAL_FUNDAMENTALS
002344,20260331,20260429,20260429,20260429,002344_fin.csv,REAL_FUNDAMENTALS
002345,20260331,20260430,20260430,20260430,002345_fin.csv,REAL_FUNDAMENTALS
002346,20260331,20260429,20260429,20260429,002346_fin.csv,REAL_FUNDAMENTALS
002347,20260331,20260430,20260430,20260430,002347_fin.csv,REAL_FUNDAMENTALS
002348,20260331,20260429,20260429,20260429,002348_fin.csv,REAL_FUNDAMENTALS
002349,20260331,20260430,20260430,20260430,002349_fin.csv,REAL_FUNDAMENTALS
002350,20260331,20260429,20260429,20260429,002350_fin.csv,REAL_FUNDAMENTALS
002351,20260331,20260424,20260424,20260424,002351_fin.csv,REAL_FUNDAMENTALS
002352,20260331,20260429,20260429,20260429,002352_fin.csv,REAL_FUNDAMENTALS
002353,20260331,20260417,20260417,20260417,002353_fin.csv,REAL_FUNDAMENTALS
002354,20260331,20260429,20260429,20260429,002354_fin.csv,REAL_FUNDAMENTALS
002355,20260331,20260429,20260429,20260429,002355_fin.csv,REAL_FUNDAMENTALS
002356,20260331,20260429,20260429,20260429,002356_fin.csv,REAL_FUNDAMENTALS
002357,20260331,20260429,20260429,20260429,002357_fin.csv,REAL_FUNDAMENTALS
002358,20260331,20260429,20260429,20260429,002358_fin.csv,REAL_FUNDAMENTALS
002360,20260331,20260428,20260428,20260428,002360_fin.csv,REAL_FUNDAMENTALS
002361,20260331,20260428,20260428,20260428,002361_fin.csv,REAL_FUNDAMENTALS
002362,20260331,20260428,20260428,20260428,002362_fin.csv,REAL_FUNDAMENTALS
002363,20260331,20260429,20260429,20260429,002363_fin.csv,REAL_FUNDAMENTALS
002364,20260331,20260428,20260428,20260428,002364_fin.csv,REAL_FUNDAMENTALS
002365,20260331,20260430,20260430,20260430,002365_fin.csv,REAL_FUNDAMENTALS
002366,20260331,20260425,20260425,20260425,002366_fin.csv,REAL_FUNDAMENTALS
002367,20260331,20260425,20260425,20260425,002367_fin.csv,REAL_FUNDAMENTALS
002368,20260331,20260430,20260430,20260430,002368_fin.csv,REAL_FUNDAMENTALS
002369,20260331,20260428,20260428,20260428,002369_fin.csv,REAL_FUNDAMENTALS
002370,20260331,20260425,20260425,20260425,002370_fin.csv,REAL_FUNDAMENTALS
002371,20260331,20260430,20260430,20260430,002371_fin.csv,REAL_FUNDAMENTALS
002372,20260331,20260428,20260428,20260428,002372_fin.csv,REAL_FUNDAMENTALS
002373,20260331,20260428,20260428,20260428,002373_fin.csv,REAL_FUNDAMENTALS
002374,20260331,20260430,20260430,20260430,002374_fin.csv,REAL_FUNDAMENTALS
002375,20260331,20260428,20260428,20260428,002375_fin.csv,REAL_FUNDAMENTALS
002376,20260331,20260424,20260424,20260424,002376_fin.csv,REAL_FUNDAMENTALS
002377,20260331,20260429,20260429,20260429,002377_fin.csv,REAL_FUNDAMENTALS
002378,20260331,20260428,20260428,20260428,002378_fin.csv,REAL_FUNDAMENTALS
002379,20260331,20260425,20260425,20260425,002379_fin.csv,REAL_FUNDAMENTALS
002380,20260331,20260415,20260415,20260415,002380_fin.csv,REAL_FUNDAMENTALS
002381,20260331,20260428,20260428,20260428,002381_fin.csv,REAL_FUNDAMENTALS
002382,20260331,20260429,20260429,20260429,002382_fin.csv,REAL_FUNDAMENTALS
002383,20260331,20260423,20260423,20260423,002383_fin.csv,REAL_FUNDAMENTALS
002384,20260331,20260428,20260428,20260428,002384_fin.csv,REAL_FUNDAMENTALS
002385,20260331,20260429,20260429,20260429,002385_fin.csv,REAL_FUNDAMENTALS
002386,20260331,20260430,20260430,20260430,002386_fin.csv,REAL_FUNDAMENTALS
002387,20260331,20260429,20260429,20260429,002387_fin.csv,REAL_FUNDAMENTALS
002388,20260331,20260428,20260428,20260428,002388_fin.csv,REAL_FUNDAMENTALS
002389,20260331,20260428,20260428,20260428,002389_fin.csv,REAL_FUNDAMENTALS
002390,20260331,20260429,20260429,20260429,002390_fin.csv,REAL_FUNDAMENTALS
002391,20260331,20260422,20260422,20260422,002391_fin.csv,REAL_FUNDAMENTALS
002392,20260331,20260425,20260425,20260425,002392_fin.csv,REAL_FUNDAMENTALS
002393,20260331,20260424,20260424,20260424,002393_fin.csv,REAL_FUNDAMENTALS
002394,20260331,20260424,20260424,20260424,002394_fin.csv,REAL_FUNDAMENTALS
002395,20260331,20260428,20260428,20260428,002395_fin.csv,REAL_FUNDAMENTALS
002396,20260331,20260421,20260421,20260421,002396_fin.csv,REAL_FUNDAMENTALS
002397,20260331,20260425,20260425,20260425,002397_fin.csv,REAL_FUNDAMENTALS
002398,20260331,20260429,20260429,20260429,002398_fin.csv,REAL_FUNDAMENTALS
002399,20260331,20260430,20260430,20260430,002399_fin.csv,REAL_FUNDAMENTALS
002400,20260331,20260429,20260429,20260429,002400_fin.csv,REAL_FUNDAMENTALS
002401,20260331,20260430,20260430,20260430,002401_fin.csv,REAL_FUNDAMENTALS
002402,20260331,20260428,20260428,20260428,002402_fin.csv,REAL_FUNDAMENTALS
002403,20260331,20260430,20260430,20260430,002403_fin.csv,REAL_FUNDAMENTALS
002404,20260331,20260428,20260428,20260428,002404_fin.csv,REAL_FUNDAMENTALS
002405,20260331,20260429,20260429,20260429,002405_fin.csv,REAL_FUNDAMENTALS
002406,20260331,20260428,20260428,20260428,002406_fin.csv,REAL_FUNDAMENTALS
002407,20260331,20260424,20260424,20260424,002407_fin.csv,REAL_FUNDAMENTALS
002408,20260331,20260422,20260422,20260422,002408_fin.csv,REAL_FUNDAMENTALS
002409,20260331,20260428,20260428,20260428,002409_fin.csv,REAL_FUNDAMENTALS
002410,20260331,20260424,20260424,20260424,002410_fin.csv,REAL_FUNDAMENTALS
002412,20260331,20260428,20260428,20260428,002412_fin.csv,REAL_FUNDAMENTALS
002413,20260331,20260418,20260418,20260418,002413_fin.csv,REAL_FUNDAMENTALS
002414,20260331,20260421,20260421,20260421,002414_fin.csv,REAL_FUNDAMENTALS
002415,20260331,20260418,20260418,20260418,002415_fin.csv,REAL_FUNDAMENTALS
002416,20260331,20260428,20260428,20260428,002416_fin.csv,REAL_FUNDAMENTALS
002418,20260331,20260429,20260429,20260429,002418_fin.csv,REAL_FUNDAMENTALS
002419,20260331,20260425,20260425,20260425,002419_fin.csv,REAL_FUNDAMENTALS
002420,20260331,20260425,20260425,20260425,002420_fin.csv,REAL_FUNDAMENTALS
002421,20260331,20260430,20260430,20260430,002421_fin.csv,REAL_FUNDAMENTALS
002422,20260331,20260429,20260429,20260429,002422_fin.csv,REAL_FUNDAMENTALS
002423,20260331,20260430,20260430,20260430,002423_fin.csv,REAL_FUNDAMENTALS
002424,20260331,20260428,20260428,20260428,002424_fin.csv,REAL_FUNDAMENTALS
002425,20260331,20260427,20260427,20260427,002425_fin.csv,REAL_FUNDAMENTALS
002426,20260331,20260425,20260425,20260425,002426_fin.csv,REAL_FUNDAMENTALS
002427,20260331,20260429,20260429,20260429,002427_fin.csv,REAL_FUNDAMENTALS
002428,20260331,20260430,20260430,20260430,002428_fin.csv,REAL_FUNDAMENTALS
002429,20260331,20260424,20260424,20260424,002429_fin.csv,REAL_FUNDAMENTALS
002430,20260331,20260428,20260428,20260428,002430_fin.csv,REAL_FUNDAMENTALS
002431,20260331,20260425,20260425,20260425,002431_fin.csv,REAL_FUNDAMENTALS
002432,20260331,20260429,20260429,20260429,002432_fin.csv,REAL_FUNDAMENTALS
002434,20260331,20260428,20260428,20260428,002434_fin.csv,REAL_FUNDAMENTALS
002436,20260331,20260425,20260425,20260425,002436_fin.csv,REAL_FUNDAMENTALS
002437,20260331,20260428,20260428,20260428,002437_fin.csv,REAL_FUNDAMENTALS
002438,20260331,20260428,20260428,20260428,002438_fin.csv,REAL_FUNDAMENTALS
002439,20260331,20260429,20260429,20260429,002439_fin.csv,REAL_FUNDAMENTALS
002440,20260331,20260429,20260429,20260429,002440_fin.csv,REAL_FUNDAMENTALS
002441,20260331,20260428,20260428,20260428,002441_fin.csv,REAL_FUNDAMENTALS
002442,20260331,20260430,20260430,20260430,002442_fin.csv,REAL_FUNDAMENTALS
002443,20260331,20260428,20260428,20260428,002443_fin.csv,REAL_FUNDAMENTALS
002444,20260331,20260429,20260429,20260429,002444_fin.csv,REAL_FUNDAMENTALS
002445,20260331,20260428,20260428,20260428,002445_fin.csv,REAL_FUNDAMENTALS
002446,20260331,20260428,20260428,20260428,002446_fin.csv,REAL_FUNDAMENTALS
002448,20260331,20260424,20260424,20260424,002448_fin.csv,REAL_FUNDAMENTALS
002449,20260331,20260424,20260424,20260424,002449_fin.csv,REAL_FUNDAMENTALS
002451,20260331,20260428,20260428,20260428,002451_fin.csv,REAL_FUNDAMENTALS
002452,20260331,20260430,20260430,20260430,002452_fin.csv,REAL_FUNDAMENTALS
002453,20260331,20260430,20260430,20260430,002453_fin.csv,REAL_FUNDAMENTALS
002454,20260331,20260430,20260430,20260430,002454_fin.csv,REAL_FUNDAMENTALS
002455,20260331,20260429,20260429,20260429,002455_fin.csv,REAL_FUNDAMENTALS
002456,20260331,20260427,20260427,20260427,002456_fin.csv,REAL_FUNDAMENTALS
002457,20260331,20260424,20260424,20260424,002457_fin.csv,REAL_FUNDAMENTALS
002458,20260331,20260420,20260420,20260420,002458_fin.csv,REAL_FUNDAMENTALS
002459,20260331,20260429,20260429,20260429,002459_fin.csv,REAL_FUNDAMENTALS
002460,20260331,20260430,20260430,20260430,002460_fin.csv,REAL_FUNDAMENTALS
002461,20260331,20260425,20260425,20260425,002461_fin.csv,REAL_FUNDAMENTALS
002462,20260331,20260430,20260430,20260430,002462_fin.csv,REAL_FUNDAMENTALS
002463,20260331,20260423,20260423,20260423,002463_fin.csv,REAL_FUNDAMENTALS
002465,20260331,20260425,20260425,20260425,002465_fin.csv,REAL_FUNDAMENTALS
002466,20260331,20260428,20260428,20260428,002466_fin.csv,REAL_FUNDAMENTALS
002467,20260331,20260430,20260430,20260430,002467_fin.csv,REAL_FUNDAMENTALS
002468,20260331,20260428,20260428,20260428,002468_fin.csv,REAL_FUNDAMENTALS
002469,20260331,20260425,20260425,20260425,002469_fin.csv,REAL_FUNDAMENTALS
002470,20260331,20260430,20260430,20260430,002470_fin.csv,REAL_FUNDAMENTALS
002471,20260331,20260430,20260430,20260430,002471_fin.csv,REAL_FUNDAMENTALS
002474,20260331,20260428,20260428,20260428,002474_fin.csv,REAL_FUNDAMENTALS
002475,20260331,20260429,20260429,20260429,002475_fin.csv,REAL_FUNDAMENTALS
002476,20260331,20260428,20260428,20260428,002476_fin.csv,REAL_FUNDAMENTALS
002478,20260331,20260424,20260424,20260424,002478_fin.csv,REAL_FUNDAMENTALS
002479,20260331,20260415,20260415,20260415,002479_fin.csv,REAL_FUNDAMENTALS
002480,20260331,20260429,20260429,20260429,002480_fin.csv,REAL_FUNDAMENTALS
002481,20260331,20260424,20260424,20260424,002481_fin.csv,REAL_FUNDAMENTALS
002482,20260331,20260424,20260424,20260424,002482_fin.csv,REAL_FUNDAMENTALS
002483,20260331,20260428,20260428,20260428,002483_fin.csv,REAL_FUNDAMENTALS
002484,20260331,20260424,20260424,20260424,002484_fin.csv,REAL_FUNDAMENTALS
002485,20260331,20260429,20260429,20260429,002485_fin.csv,REAL_FUNDAMENTALS
002486,20260331,20260430,20260430,20260430,002486_fin.csv,REAL_FUNDAMENTALS
002487,20260331,20260428,20260428,20260428,002487_fin.csv,REAL_FUNDAMENTALS
002488,20260331,20260427,20260427,20260427,002488_fin.csv,REAL_FUNDAMENTALS
002489,20260331,20260430,20260430,20260430,002489_fin.csv,REAL_FUNDAMENTALS
002490,20260331,20260422,20260422,20260422,002490_fin.csv,REAL_FUNDAMENTALS
002491,20260331,20260430,20260430,20260430,002491_fin.csv,REAL_FUNDAMENTALS
002492,20260331,20260425,20260425,20260425,002492_fin.csv,REAL_FUNDAMENTALS
002493,20260331,20260428,20260428,20260428,002493_fin.csv,REAL_FUNDAMENTALS
002494,20260331,20260430,20260430,20260430,002494_fin.csv,REAL_FUNDAMENTALS
002495,20260331,20260429,20260429,20260429,002495_fin.csv,REAL_FUNDAMENTALS
002496,20260331,20260427,20260427,20260427,002496_fin.csv,REAL_FUNDAMENTALS
002497,20260331,20260427,20260427,20260427,002497_fin.csv,REAL_FUNDAMENTALS
002498,20260331,20260429,20260429,20260429,002498_fin.csv,REAL_FUNDAMENTALS
002500,20260331,20260428,20260428,20260428,002500_fin.csv,REAL_FUNDAMENTALS
002501,20260331,20260429,20260429,20260429,002501_fin.csv,REAL_FUNDAMENTALS
002506,20260331,20260429,20260429,20260429,002506_fin.csv,REAL_FUNDAMENTALS
002507,20260331,20260427,20260427,20260427,002507_fin.csv,REAL_FUNDAMENTALS
002508,20260331,20260429,20260429,20260429,002508_fin.csv,REAL_FUNDAMENTALS
002510,20260331,20260430,20260430,20260430,002510_fin.csv,REAL_FUNDAMENTALS
002511,20260331,20260428,20260428,20260428,002511_fin.csv,REAL_FUNDAMENTALS
002512,20260331,20260429,20260429,20260429,002512_fin.csv,REAL_FUNDAMENTALS
002513,20260331,20260430,20260430,20260430,002513_fin.csv,REAL_FUNDAMENTALS
002514,20260331,20260430,20260430,20260430,002514_fin.csv,REAL_FUNDAMENTALS
002515,20260331,20260428,20260428,20260428,002515_fin.csv,REAL_FUNDAMENTALS
002516,20260331,20260425,20260425,20260425,002516_fin.csv,REAL_FUNDAMENTALS
002517,20260331,20260429,20260429,20260429,002517_fin.csv,REAL_FUNDAMENTALS
002518,20260331,20260427,20260427,20260427,002518_fin.csv,REAL_FUNDAMENTALS
002519,20260331,20260425,20260425,20260425,002519_fin.csv,REAL_FUNDAMENTALS
002520,20260331,20260429,20260429,20260429,002520_fin.csv,REAL_FUNDAMENTALS
002521,20260331,20260428,20260428,20260428,002521_fin.csv,REAL_FUNDAMENTALS
002522,20260331,20260429,20260429,20260429,002522_fin.csv,REAL_FUNDAMENTALS
002523,20260331,20260424,20260424,20260424,002523_fin.csv,REAL_FUNDAMENTALS
002524,20260331,20260428,20260428,20260428,002524_fin.csv,REAL_FUNDAMENTALS
002526,20260331,20260429,20260429,20260429,002526_fin.csv,REAL_FUNDAMENTALS
002527,20260331,20260428,20260428,20260428,002527_fin.csv,REAL_FUNDAMENTALS
002528,20260331,20260429,20260429,20260429,002528_fin.csv,REAL_FUNDAMENTALS
002529,20260331,20260427,20260427,20260427,002529_fin.csv,REAL_FUNDAMENTALS
002530,20260331,20260430,20260430,20260430,002530_fin.csv,REAL_FUNDAMENTALS
002531,20260331,20260430,20260430,20260430,002531_fin.csv,REAL_FUNDAMENTALS
002532,20260331,20260429,20260429,20260429,002532_fin.csv,REAL_FUNDAMENTALS
002533,20260331,20260430,20260430,20260430,002533_fin.csv,REAL_FUNDAMENTALS
002534,20260331,20260428,20260428,20260428,002534_fin.csv,REAL_FUNDAMENTALS
002535,20260331,20260429,20260429,20260429,002535_fin.csv,REAL_FUNDAMENTALS
002536,20260331,20260423,20260423,20260423,002536_fin.csv,REAL_FUNDAMENTALS
002537,20260331,20260430,20260430,20260430,002537_fin.csv,REAL_FUNDAMENTALS
002538,20260331,20260429,20260429,20260429,002538_fin.csv,REAL_FUNDAMENTALS
002539,20260331,20260429,20260429,20260429,002539_fin.csv,REAL_FUNDAMENTALS
002540,20260331,20260421,20260421,20260421,002540_fin.csv,REAL_FUNDAMENTALS
002541,20260331,20260429,20260429,20260429,002541_fin.csv,REAL_FUNDAMENTALS
002542,20260331,20260428,20260428,20260428,002542_fin.csv,REAL_FUNDAMENTALS
002543,20260331,20260428,20260428,20260428,002543_fin.csv,REAL_FUNDAMENTALS
002544,20260331,20260425,20260425,20260425,002544_fin.csv,REAL_FUNDAMENTALS
002545,20260331,20260430,20260430,20260430,002545_fin.csv,REAL_FUNDAMENTALS
002546,20260331,20260416,20260416,20260416,002546_fin.csv,REAL_FUNDAMENTALS
002547,20260331,20260429,20260429,20260429,002547_fin.csv,REAL_FUNDAMENTALS
002548,20260331,20260428,20260428,20260428,002548_fin.csv,REAL_FUNDAMENTALS
002549,20260331,20260422,20260422,20260422,002549_fin.csv,REAL_FUNDAMENTALS
002550,20260331,20260424,20260424,20260424,002550_fin.csv,REAL_FUNDAMENTALS
002551,20260331,20260428,20260428,20260428,002551_fin.csv,REAL_FUNDAMENTALS
002552,20260331,20260428,20260428,20260428,002552_fin.csv,REAL_FUNDAMENTALS
002553,20260331,20260430,20260430,20260430,002553_fin.csv,REAL_FUNDAMENTALS
002554,20260331,20260425,20260425,20260425,002554_fin.csv,REAL_FUNDAMENTALS
002555,20260331,20260428,20260428,20260428,002555_fin.csv,REAL_FUNDAMENTALS
002556,20260331,20260428,20260428,20260428,002556_fin.csv,REAL_FUNDAMENTALS
002557,20260331,20260421,20260421,20260421,002557_fin.csv,REAL_FUNDAMENTALS
002558,20260331,20260428,20260428,20260428,002558_fin.csv,REAL_FUNDAMENTALS
002559,20260331,20260430,20260430,20260430,002559_fin.csv,REAL_FUNDAMENTALS
002560,20260331,20260428,20260428,20260428,002560_fin.csv,REAL_FUNDAMENTALS
002561,20260331,20260425,20260425,20260425,002561_fin.csv,REAL_FUNDAMENTALS
002562,20260331,20260427,20260427,20260427,002562_fin.csv,REAL_FUNDAMENTALS
002563,20260331,20260429,20260429,20260429,002563_fin.csv,REAL_FUNDAMENTALS
002564,20260331,20260430,20260430,20260430,002564_fin.csv,REAL_FUNDAMENTALS
002565,20260331,20260428,20260428,20260428,002565_fin.csv,REAL_FUNDAMENTALS
002566,20260331,20260425,20260425,20260425,002566_fin.csv,REAL_FUNDAMENTALS
002567,20260331,20260429,20260429,20260429,002567_fin.csv,REAL_FUNDAMENTALS
002568,20260331,20260429,20260429,20260429,002568_fin.csv,REAL_FUNDAMENTALS
002569,20260331,20260430,20260430,20260430,002569_fin.csv,REAL_FUNDAMENTALS
002570,20260331,20260428,20260428,20260428,002570_fin.csv,REAL_FUNDAMENTALS
002571,20260331,20260428,20260428,20260428,002571_fin.csv,REAL_FUNDAMENTALS
002572,20260331,20260430,20260430,20260430,002572_fin.csv,REAL_FUNDAMENTALS
002573,20260331,20260430,20260430,20260430,002573_fin.csv,REAL_FUNDAMENTALS
002574,20260331,20260428,20260428,20260428,002574_fin.csv,REAL_FUNDAMENTALS
002575,20260331,20260428,20260428,20260428,002575_fin.csv,REAL_FUNDAMENTALS
002576,20260331,20260428,20260428,20260428,002576_fin.csv,REAL_FUNDAMENTALS
002577,20260331,20260428,20260428,20260428,002577_fin.csv,REAL_FUNDAMENTALS
002578,20260331,20260427,20260427,20260427,002578_fin.csv,REAL_FUNDAMENTALS
002579,20260331,20260428,20260428,20260428,002579_fin.csv,REAL_FUNDAMENTALS
002580,20260331,20260424,20260424,20260424,002580_fin.csv,REAL_FUNDAMENTALS
