factor_id,ticker,rebalance_date,score,rank,bucket,score_available_at,source_artifact_ref,signal_role
F13,002472,2026-05-06,0,1,2,2026-05-06,data/tushare/fundamentals,FACTOR_SIGNAL_ONLY
F13,601899,2026-05-06,0,2,3,2026-05-06,data/tushare/fundamentals,FACTOR_SIGNAL_ONLY
F13,000977,2026-05-06,0,3,4,2026-05-06,data/tushare/fundamentals,FACTOR_SIGNAL_ONLY
F13,002050,2026-05-06,0,4,5,2026-05-06,data/tushare/fundamentals,FACTOR_SIGNAL_ONLY
