ticker,rebalance_date,horizon,forward_return,label_available_at,label_role
601898,20251105,60D,-0.093792,20260128,OUTCOME_LABEL_ONLY
002050,20251105,5D,-0.058773,20251112,OUTCOME_LABEL_ONLY
002050,20251105,20D,-0.106392,20251203,OUTCOME_LABEL_ONLY
002050,20251105,60D,0.102746,20260128,OUTCOME_LABEL_ONLY
000568,20251105,5D,0.07339,20251112,OUTCOME_LABEL_ONLY
000568,20251105,20D,0.00401,20251203,OUTCOME_LABEL_ONLY
000568,20251105,60D,-0.145494,20260128,OUTCOME_LABEL_ONLY
600309,20251105,5D,0.102489,20251112,OUTCOME_LABEL_ONLY
600309,20251105,20D,0.109484,20251203,OUTCOME_LABEL_ONLY
600309,20251105,60D,0.420368,20260128,OUTCOME_LABEL_ONLY
601633,20251105,5D,0.023163,20251112,OUTCOME_LABEL_ONLY
601633,20251105,20D,-0.027617,20251203,OUTCOME_LABEL_ONLY
601633,20251105,60D,-0.070379,20260128,OUTCOME_LABEL_ONLY
002142,20251105,5D,0.00825,20251112,OUTCOME_LABEL_ONLY
002142,20251105,20D,-0.022688,20251203,OUTCOME_LABEL_ONLY
002142,20251105,60D,0.031282,20260128,OUTCOME_LABEL_ONLY
601688,20251105,5D,0.048918,20251112,OUTCOME_LABEL_ONLY
601688,20251105,20D,-0.015522,20251203,OUTCOME_LABEL_ONLY
601688,20251105,60D,0.074318,20260128,OUTCOME_LABEL_ONLY
300033,20251105,5D,-0.05883,20251112,OUTCOME_LABEL_ONLY
300033,20251105,20D,-0.107044,20251203,OUTCOME_LABEL_ONLY
300033,20251105,60D,-0.008833,20260128,OUTCOME_LABEL_ONLY
601881,20251105,5D,-0.01854,20251112,OUTCOME_LABEL_ONLY
601881,20251105,20D,-0.091541,20251203,OUTCOME_LABEL_ONLY
601881,20251105,60D,-0.132677,20260128,OUTCOME_LABEL_ONLY
601985,20251105,5D,-0.013187,20251112,OUTCOME_LABEL_ONLY
601985,20251105,20D,-0.043956,20251203,OUTCOME_LABEL_ONLY
601985,20251105,60D,-0.052747,20260128,OUTCOME_LABEL_ONLY
688012,20251105,5D,0.031516,20251112,OUTCOME_LABEL_ONLY
688012,20251105,20D,-0.115911,20251203,OUTCOME_LABEL_ONLY
688012,20251105,60D,0.255843,20260128,OUTCOME_LABEL_ONLY
600104,20251105,5D,-0.015094,20251112,OUTCOME_LABEL_ONLY
600104,20251105,20D,-0.032704,20251203,OUTCOME_LABEL_ONLY
600104,20251105,60D,-0.106918,20260128,OUTCOME_LABEL_ONLY
600025,20251105,5D,0.005128,20251112,OUTCOME_LABEL_ONLY
600025,20251105,20D,-0.010256,20251203,OUTCOME_LABEL_ONLY
600025,20251105,60D,-0.08,20260128,OUTCOME_LABEL_ONLY
600016,20251105,5D,0.004963,20251112,OUTCOME_LABEL_ONLY
600016,20251105,20D,0.007444,20251203,OUTCOME_LABEL_ONLY
600016,20251105,60D,-0.074442,20260128,OUTCOME_LABEL_ONLY
600660,20251105,5D,-0.011015,20251112,OUTCOME_LABEL_ONLY
600660,20251105,20D,-0.037958,20251203,OUTCOME_LABEL_ONLY
600660,20251105,60D,-0.075469,20260128,OUTCOME_LABEL_ONLY
300014,20251105,5D,-0.065733,20251112,OUTCOME_LABEL_ONLY
300014,20251105,20D,-0.191827,20251203,OUTCOME_LABEL_ONLY
300014,20251105,60D,-0.273322,20260128,OUTCOME_LABEL_ONLY
601995,20251105,5D,-0.020414,20251112,OUTCOME_LABEL_ONLY
601995,20251105,20D,,,OUTCOME_LABEL_ONLY
601995,20251105,60D,-0.04,20260128,OUTCOME_LABEL_ONLY
600111,20251105,5D,-0.045845,20251112,OUTCOME_LABEL_ONLY
600111,20251105,20D,-0.011514,20251203,OUTCOME_LABEL_ONLY
600111,20251105,60D,0.10718,20260128,OUTCOME_LABEL_ONLY
600887,20251105,5D,0.045138,20251112,OUTCOME_LABEL_ONLY
600887,20251105,20D,0.074128,20251203,OUTCOME_LABEL_ONLY
600887,20251105,60D,-0.040734,20260128,OUTCOME_LABEL_ONLY
600760,20251105,5D,-0.034117,20251112,OUTCOME_LABEL_ONLY
600760,20251105,20D,-0.073369,20251203,OUTCOME_LABEL_ONLY
600760,20251105,60D,-0.073037,20260128,OUTCOME_LABEL_ONLY
600050,20251105,5D,0.007353,20251112,OUTCOME_LABEL_ONLY
600050,20251105,20D,-0.007353,20251203,OUTCOME_LABEL_ONLY
600050,20251105,60D,-0.053309,20260128,OUTCOME_LABEL_ONLY
300999,20251105,5D,0.074984,20251112,OUTCOME_LABEL_ONLY
300999,20251105,20D,-0.07307,20251203,OUTCOME_LABEL_ONLY
300999,20251105,60D,-0.056158,20260128,OUTCOME_LABEL_ONLY
601600,20251105,5D,0.186424,20251112,OUTCOME_LABEL_ONLY
601600,20251105,20D,0.117528,20251203,OUTCOME_LABEL_ONLY
601600,20251105,60D,0.47923,20260128,OUTCOME_LABEL_ONLY
000776,20251105,5D,0.037354,20251112,OUTCOME_LABEL_ONLY
000776,20251105,20D,-0.061206,20251203,OUTCOME_LABEL_ONLY
000776,20251105,60D,0.015752,20260128,OUTCOME_LABEL_ONLY
601012,20251105,5D,-0.048513,20251112,OUTCOME_LABEL_ONLY
601012,20251105,20D,-0.175286,20251203,OUTCOME_LABEL_ONLY
601012,20251105,60D,-0.138673,20260128,OUTCOME_LABEL_ONLY
600019,20251105,5D,0.033422,20251112,OUTCOME_LABEL_ONLY
600019,20251105,20D,-0.016043,20251203,OUTCOME_LABEL_ONLY
600019,20251105,60D,-0.024064,20260128,OUTCOME_LABEL_ONLY
600547,20251105,5D,0.019788,20251112,OUTCOME_LABEL_ONLY
600547,20251105,20D,0.041296,20251203,OUTCOME_LABEL_ONLY
600547,20251105,60D,0.710926,20260128,OUTCOME_LABEL_ONLY
601888,20251105,5D,0.149613,20251112,OUTCOME_LABEL_ONLY
601888,20251105,20D,0.05451,20251203,OUTCOME_LABEL_ONLY
601888,20251105,60D,0.157732,20260128,OUTCOME_LABEL_ONLY
688111,20251105,5D,-0.075572,20251112,OUTCOME_LABEL_ONLY
688111,20251105,20D,-0.117197,20251203,OUTCOME_LABEL_ONLY
688111,20251105,60D,0.007039,20260128,OUTCOME_LABEL_ONLY
603019,20251105,5D,-0.019509,20251112,OUTCOME_LABEL_ONLY
603019,20251105,20D,-0.080566,20251203,OUTCOME_LABEL_ONLY
603019,20251105,60D,-0.141249,20260128,OUTCOME_LABEL_ONLY
600188,20251105,5D,-0.034861,20251112,OUTCOME_LABEL_ONLY
600188,20251105,20D,-0.099419,20251203,OUTCOME_LABEL_ONLY
600188,20251105,60D,-0.067786,20260128,OUTCOME_LABEL_ONLY
600183,20251105,5D,-0.085651,20251112,OUTCOME_LABEL_ONLY
600183,20251105,20D,-0.084703,20251203,OUTCOME_LABEL_ONLY
600183,20251105,60D,0.177623,20260128,OUTCOME_LABEL_ONLY
603501,20251105,5D,-0.014768,20251112,OUTCOME_LABEL_ONLY
603501,20251105,20D,-0.05399,20251203,OUTCOME_LABEL_ONLY
603501,20251105,60D,0.016911,20260128,OUTCOME_LABEL_ONLY
688506,20251105,5D,-0.011938,20251112,OUTCOME_LABEL_ONLY
688506,20251105,20D,-0.009611,20251203,OUTCOME_LABEL_ONLY
688506,20251105,60D,-0.224063,20260128,OUTCOME_LABEL_ONLY
300433,20251105,5D,0.045566,20251112,OUTCOME_LABEL_ONLY
300433,20251105,20D,-0.010866,20251203,OUTCOME_LABEL_ONLY
300433,20251105,60D,0.329127,20260128,OUTCOME_LABEL_ONLY
002916,20251105,5D,-0.081416,20251112,OUTCOME_LABEL_ONLY
002916,20251105,20D,-0.137212,20251203,OUTCOME_LABEL_ONLY
002916,20251105,60D,0.09292,20260128,OUTCOME_LABEL_ONLY
600999,20251105,5D,-0.006377,20251112,OUTCOME_LABEL_ONLY
600999,20251105,20D,-0.05971,20251203,OUTCOME_LABEL_ONLY
600999,20251105,60D,-0.008116,20260128,OUTCOME_LABEL_ONLY
000725,20251105,5D,0.01,20251112,OUTCOME_LABEL_ONLY
000725,20251105,20D,0.0075,20251203,OUTCOME_LABEL_ONLY
000725,20251105,60D,0.1325,20260128,OUTCOME_LABEL_ONLY
688008,20251105,5D,-0.032814,20251112,OUTCOME_LABEL_ONLY
688008,20251105,20D,-0.083857,20251203,OUTCOME_LABEL_ONLY
688008,20251105,60D,0.344038,20260128,OUTCOME_LABEL_ONLY
601727,20251105,5D,-0.034006,20251112,OUTCOME_LABEL_ONLY
601727,20251105,20D,-0.104145,20251203,OUTCOME_LABEL_ONLY
601727,20251105,60D,-0.05526,20260128,OUTCOME_LABEL_ONLY
603986,20251105,5D,-0.040707,20251112,OUTCOME_LABEL_ONLY
603986,20251105,20D,-0.049407,20251203,OUTCOME_LABEL_ONLY
603986,20251105,60D,0.482119,20260128,OUTCOME_LABEL_ONLY
001289,20251105,5D,0.010381,20251112,OUTCOME_LABEL_ONLY
001289,20251105,20D,-0.092849,20251203,OUTCOME_LABEL_ONLY
001289,20251105,60D,-0.084198,20260128,OUTCOME_LABEL_ONLY
601111,20251105,5D,0.058111,20251112,OUTCOME_LABEL_ONLY
601111,20251105,20D,0.016949,20251203,OUTCOME_LABEL_ONLY
601111,20251105,60D,0.013317,20260128,OUTCOME_LABEL_ONLY
601009,20251105,5D,-0.00515,20251112,OUTCOME_LABEL_ONLY
601009,20251105,20D,0.013734,20251203,OUTCOME_LABEL_ONLY
601009,20251105,60D,-0.109013,20260128,OUTCOME_LABEL_ONLY
000338,20251105,5D,0.092129,20251112,OUTCOME_LABEL_ONLY
000338,20251105,20D,0.042099,20251203,OUTCOME_LABEL_ONLY
000338,20251105,60D,0.449054,20260128,OUTCOME_LABEL_ONLY
601229,20251105,5D,0.017928,20251112,OUTCOME_LABEL_ONLY
601229,20251105,20D,-0.001992,20251203,OUTCOME_LABEL_ONLY
601229,20251105,60D,-0.090637,20260128,OUTCOME_LABEL_ONLY
601800,20251105,5D,0.008018,20251112,OUTCOME_LABEL_ONLY
601800,20251105,20D,-0.0252,20251203,OUTCOME_LABEL_ONLY
601800,20251105,60D,-0.056128,20260128,OUTCOME_LABEL_ONLY
002736,20251105,5D,0.010189,20251112,OUTCOME_LABEL_ONLY
002736,20251105,20D,-0.06623,20251203,OUTCOME_LABEL_ONLY
002736,20251105,60D,-0.083697,20260128,OUTCOME_LABEL_ONLY
605499,20251105,5D,0.034841,20251112,OUTCOME_LABEL_ONLY
605499,20251105,20D,-0.012231,20251203,OUTCOME_LABEL_ONLY
605499,20251105,60D,-0.056672,20260128,OUTCOME_LABEL_ONLY
601390,20251105,5D,0.012456,20251112,OUTCOME_LABEL_ONLY
601390,20251105,20D,-0.024911,20251203,OUTCOME_LABEL_ONLY
601390,20251105,60D,0.032028,20260128,OUTCOME_LABEL_ONLY
002460,20251105,5D,0.016168,20251112,OUTCOME_LABEL_ONLY
002460,20251105,20D,-0.103892,20251203,OUTCOME_LABEL_ONLY
002460,20251105,60D,0.113174,20260128,OUTCOME_LABEL_ONLY
000166,20251105,5D,-0.005505,20251112,OUTCOME_LABEL_ONLY
000166,20251105,20D,-0.07156,20251203,OUTCOME_LABEL_ONLY
000166,20251105,60D,-0.062385,20260128,OUTCOME_LABEL_ONLY
600362,20251105,5D,-0.003829,20251112,OUTCOME_LABEL_ONLY
600362,20251105,20D,0.033189,20251203,OUTCOME_LABEL_ONLY
600362,20251105,60D,0.642073,20260128,OUTCOME_LABEL_ONLY
002463,20251105,5D,-0.089075,20251112,OUTCOME_LABEL_ONLY
002463,20251105,20D,0.016338,20251203,OUTCOME_LABEL_ONLY
002463,20251105,60D,0.023299,20260128,OUTCOME_LABEL_ONLY
002602,20251105,5D,0.019273,20251112,OUTCOME_LABEL_ONLY
002602,20251105,20D,-0.05837,20251203,OUTCOME_LABEL_ONLY
002602,20251105,60D,0.029185,20260128,OUTCOME_LABEL_ONLY
600989,20251105,5D,0.086933,20251112,OUTCOME_LABEL_ONLY
600989,20251105,20D,0.012028,20251203,OUTCOME_LABEL_ONLY
600989,20251105,60D,0.302351,20260128,OUTCOME_LABEL_ONLY
000792,20251105,5D,0.00891,20251112,OUTCOME_LABEL_ONLY
000792,20251105,20D,0.032807,20251203,OUTCOME_LABEL_ONLY
000792,20251105,60D,0.420818,20260128,OUTCOME_LABEL_ONLY
600018,20251105,5D,0.017857,20251112,OUTCOME_LABEL_ONLY
600018,20251105,20D,0.008929,20251203,OUTCOME_LABEL_ONLY
600018,20251105,60D,-0.116071,20260128,OUTCOME_LABEL_ONLY
600011,20251105,5D,-0.001225,20251112,OUTCOME_LABEL_ONLY
600011,20251105,20D,-0.020833,20251203,OUTCOME_LABEL_ONLY
600011,20251105,60D,-0.133578,20260128,OUTCOME_LABEL_ONLY
000425,20251105,5D,-0.037998,20251112,OUTCOME_LABEL_ONLY
000425,20251105,20D,-0.026877,20251203,OUTCOME_LABEL_ONLY
000425,20251105,60D,-0.008341,20260128,OUTCOME_LABEL_ONLY
600029,20251105,5D,0.043228,20251112,OUTCOME_LABEL_ONLY
600029,20251105,20D,0.037464,20251203,OUTCOME_LABEL_ONLY
600029,20251105,60D,0.048991,20260128,OUTCOME_LABEL_ONLY
002384,20251105,5D,0.100729,20251112,OUTCOME_LABEL_ONLY
002384,20251105,20D,0.058455,20251203,OUTCOME_LABEL_ONLY
002384,20251105,60D,0.090816,20260128,OUTCOME_LABEL_ONLY
000617,20251105,5D,-0.030519,20251112,OUTCOME_LABEL_ONLY
000617,20251105,20D,-0.08647,20251203,OUTCOME_LABEL_ONLY
000617,20251105,60D,-0.084435,20260128,OUTCOME_LABEL_ONLY
600010,20251105,5D,-0.044118,20251112,OUTCOME_LABEL_ONLY
600010,20251105,20D,-0.102941,20251203,OUTCOME_LABEL_ONLY
600010,20251105,60D,-0.044118,20260128,OUTCOME_LABEL_ONLY
600346,20251105,5D,0.14024,20251112,OUTCOME_LABEL_ONLY
600346,20251105,20D,0.121351,20251203,OUTCOME_LABEL_ONLY
600346,20251105,60D,0.4751,20260128,OUTCOME_LABEL_ONLY
600585,20251105,5D,0.019523,20251112,OUTCOME_LABEL_ONLY
600585,20251105,20D,-0.011714,20251203,OUTCOME_LABEL_ONLY
600585,20251105,60D,0.058568,20260128,OUTCOME_LABEL_ONLY
600905,20251105,5D,0.004684,20251112,OUTCOME_LABEL_ONLY
600905,20251105,20D,-0.018735,20251203,OUTCOME_LABEL_ONLY
600905,20251105,60D,-0.032787,20260128,OUTCOME_LABEL_ONLY
002230,20251105,5D,-0.042069,20251112,OUTCOME_LABEL_ONLY
002230,20251105,20D,-0.080728,20251203,OUTCOME_LABEL_ONLY
002230,20251105,60D,0.086223,20260128,OUTCOME_LABEL_ONLY
600089,20251105,5D,0.012443,20251112,OUTCOME_LABEL_ONLY
600089,20251105,20D,-0.107424,20251203,OUTCOME_LABEL_ONLY
600089,20251105,60D,0.163832,20260128,OUTCOME_LABEL_ONLY
000625,20251105,5D,-0.004072,20251112,OUTCOME_LABEL_ONLY
000625,20251105,20D,-0.042345,20251203,OUTCOME_LABEL_ONLY
000625,20251105,60D,-0.080619,20260128,OUTCOME_LABEL_ONLY
601169,20251105,5D,0.003503,20251112,OUTCOME_LABEL_ONLY
601169,20251105,20D,-0.003503,20251203,OUTCOME_LABEL_ONLY
601169,20251105,60D,-0.077058,20260128,OUTCOME_LABEL_ONLY
300498,20251105,5D,0.009392,20251112,OUTCOME_LABEL_ONLY
300498,20251105,20D,-0.054144,20251203,OUTCOME_LABEL_ONLY
300498,20251105,60D,-0.157459,20260128,OUTCOME_LABEL_ONLY
601689,20251105,5D,-0.097866,20251112,OUTCOME_LABEL_ONLY
601689,20251105,20D,-0.063017,20251203,OUTCOME_LABEL_ONLY
601689,20251105,60D,0.077973,20260128,OUTCOME_LABEL_ONLY
002938,20251105,5D,-0.083969,20251112,OUTCOME_LABEL_ONLY
002938,20251105,20D,-0.042866,20251203,OUTCOME_LABEL_ONLY
002938,20251105,60D,0.160697,20260128,OUTCOME_LABEL_ONLY
300394,20251105,5D,0.082151,20251112,OUTCOME_LABEL_ONLY
300394,20251105,20D,0.144507,20251203,OUTCOME_LABEL_ONLY
300394,20251105,60D,0.448829,20260128,OUTCOME_LABEL_ONLY
601100,20251105,5D,-0.008245,20251112,OUTCOME_LABEL_ONLY
601100,20251105,20D,0.193748,20251203,OUTCOME_LABEL_ONLY
601100,20251105,60D,0.285927,20260128,OUTCOME_LABEL_ONLY
600886,20251105,5D,0.000685,20251112,OUTCOME_LABEL_ONLY
600886,20251105,20D,-0.047978,20251203,OUTCOME_LABEL_ONLY
600886,20251105,60D,-0.117889,20260128,OUTCOME_LABEL_ONLY
600926,20251105,5D,0.008115,20251112,OUTCOME_LABEL_ONLY
600926,20251105,20D,-0.013109,20251203,OUTCOME_LABEL_ONLY
600926,20251105,60D,-0.013733,20260128,OUTCOME_LABEL_ONLY
601006,20251105,5D,-0.003484,20251112,OUTCOME_LABEL_ONLY
601006,20251105,20D,-0.027875,20251203,OUTCOME_LABEL_ONLY
601006,20251105,60D,-0.125436,20260128,OUTCOME_LABEL_ONLY
688271,20251105,5D,0.006476,20251112,OUTCOME_LABEL_ONLY
688271,20251105,20D,-0.072672,20251203,OUTCOME_LABEL_ONLY
688271,20251105,60D,-0.078932,20260128,OUTCOME_LABEL_ONLY
688775,20251105,5D,-0.051696,20251112,OUTCOME_LABEL_ONLY
688775,20251105,20D,0.009011,20251203,OUTCOME_LABEL_ONLY
688775,20251105,60D,-0.187915,20260128,OUTCOME_LABEL_ONLY
603799,20251105,5D,0.011865,20251112,OUTCOME_LABEL_ONLY
603799,20251105,20D,0.02607,20251203,OUTCOME_LABEL_ONLY
603799,20251105,60D,0.349599,20260128,OUTCOME_LABEL_ONLY
300015,20251105,5D,0.019087,20251112,OUTCOME_LABEL_ONLY
300015,20251105,20D,-0.058091,20251203,OUTCOME_LABEL_ONLY
300015,20251105,60D,-0.084647,20260128,OUTCOME_LABEL_ONLY
002241,20251105,5D,-0.074953,20251112,OUTCOME_LABEL_ONLY
002241,20251105,20D,-0.037634,20251203,OUTCOME_LABEL_ONLY
002241,20251105,60D,-0.147059,20260128,OUTCOME_LABEL_ONLY
600015,20251105,5D,0.007184,20251112,OUTCOME_LABEL_ONLY
600015,20251105,20D,0.001437,20251203,OUTCOME_LABEL_ONLY
600015,20251105,60D,-0.08908,20260128,OUTCOME_LABEL_ONLY
002027,20251105,5D,0.015666,20251112,OUTCOME_LABEL_ONLY
002027,20251105,20D,-0.052219,20251203,OUTCOME_LABEL_ONLY
002027,20251105,60D,-0.067885,20260128,OUTCOME_LABEL_ONLY
600115,20251105,5D,0.062626,20251112,OUTCOME_LABEL_ONLY
600115,20251105,20D,0.052525,20251203,OUTCOME_LABEL_ONLY
600115,20251105,60D,0.09899,20260128,OUTCOME_LABEL_ONLY
600438,20251105,5D,0.028689,20251112,OUTCOME_LABEL_ONLY
600438,20251105,20D,-0.097541,20251203,OUTCOME_LABEL_ONLY
600438,20251105,60D,-0.220492,20260128,OUTCOME_LABEL_ONLY
002028,20251105,5D,0.027855,20251112,OUTCOME_LABEL_ONLY
002028,20251105,20D,0.054568,20251203,OUTCOME_LABEL_ONLY
002028,20251105,60D,0.369116,20260128,OUTCOME_LABEL_ONLY
301308,20251105,5D,0.196911,20251112,OUTCOME_LABEL_ONLY
301308,20251105,20D,-0.0661,20251203,OUTCOME_LABEL_ONLY
301308,20251105,60D,0.433205,20260128,OUTCOME_LABEL_ONLY
601186,20251105,5D,0.008794,20251112,OUTCOME_LABEL_ONLY
601186,20251105,20D,-0.023869,20251203,OUTCOME_LABEL_ONLY
601186,20251105,60D,-0.080402,20260128,OUTCOME_LABEL_ONLY
688783,20251105,5D,0.011282,20251112,OUTCOME_LABEL_ONLY
688783,20251105,20D,-0.116209,20251203,OUTCOME_LABEL_ONLY
688783,20251105,60D,0.028206,20260128,OUTCOME_LABEL_ONLY
002600,20251105,5D,-0.038988,20251112,OUTCOME_LABEL_ONLY
002600,20251105,20D,0.00684,20251203,OUTCOME_LABEL_ONLY
002600,20251105,60D,0.051984,20260128,OUTCOME_LABEL_ONLY
600436,20251105,5D,0.038052,20251112,OUTCOME_LABEL_ONLY
600436,20251105,20D,-0.023184,20251203,OUTCOME_LABEL_ONLY
600436,20251105,60D,-0.110795,20260128,OUTCOME_LABEL_ONLY
002304,20251105,5D,0.007019,20251112,OUTCOME_LABEL_ONLY
002304,20251105,20D,-0.091821,20251203,OUTCOME_LABEL_ONLY
002304,20251105,60D,-0.221029,20260128,OUTCOME_LABEL_ONLY
600418,20251105,5D,0.022222,20251112,OUTCOME_LABEL_ONLY
600418,20251105,20D,0.027044,20251203,OUTCOME_LABEL_ONLY
600418,20251105,60D,0.1174,20260128,OUTCOME_LABEL_ONLY
600893,20251105,5D,-0.012438,20251112,OUTCOME_LABEL_ONLY
600893,20251105,20D,-0.049754,20251203,OUTCOME_LABEL_ONLY
600893,20251105,60D,0.287898,20260128,OUTCOME_LABEL_ONLY
601868,20251105,5D,0.004115,20251112,OUTCOME_LABEL_ONLY
601868,20251105,20D,-0.028807,20251203,OUTCOME_LABEL_ONLY
601868,20251105,60D,0.012346,20260128,OUTCOME_LABEL_ONLY
600489,20251105,5D,0.020144,20251112,OUTCOME_LABEL_ONLY
600489,20251105,20D,0.072902,20251203,OUTCOME_LABEL_ONLY
600489,20251105,60D,0.808633,20260128,OUTCOME_LABEL_ONLY
000538,20251105,5D,0.022373,20251112,OUTCOME_LABEL_ONLY
000538,20251105,20D,-0.002864,20251203,OUTCOME_LABEL_ONLY
000538,20251105,60D,-0.004475,20260128,OUTCOME_LABEL_ONLY
002493,20251105,5D,0.120567,20251112,OUTCOME_LABEL_ONLY
002493,20251105,20D,-0.009119,20251203,OUTCOME_LABEL_ONLY
002493,20251105,60D,0.435664,20260128,OUTCOME_LABEL_ONLY
300408,20251105,5D,-0.085127,20251112,OUTCOME_LABEL_ONLY
300408,20251105,20D,-0.17593,20251203,OUTCOME_LABEL_ONLY
300408,20251105,60D,0.024266,20260128,OUTCOME_LABEL_ONLY
601669,20251105,5D,0.008803,20251112,OUTCOME_LABEL_ONLY
601669,20251105,20D,-0.072183,20251203,OUTCOME_LABEL_ONLY
601669,20251105,60D,0.007042,20260128,OUTCOME_LABEL_ONLY
002625,20251105,5D,-0.077642,20251112,OUTCOME_LABEL_ONLY
002625,20251105,20D,0.093882,20251203,OUTCOME_LABEL_ONLY
002625,20251105,60D,0.073192,20260128,OUTCOME_LABEL_ONLY
600415,20251105,5D,-0.075311,20251112,OUTCOME_LABEL_ONLY
600415,20251105,20D,-0.08607,20251203,OUTCOME_LABEL_ONLY
600415,20251105,60D,-0.060023,20260128,OUTCOME_LABEL_ONLY
603296,20251105,5D,-0.054651,20251112,OUTCOME_LABEL_ONLY
603296,20251105,20D,-0.070625,20251203,OUTCOME_LABEL_ONLY
603296,20251105,60D,-0.07588,20260128,OUTCOME_LABEL_ONLY
600795,20251105,5D,0.007421,20251112,OUTCOME_LABEL_ONLY
600795,20251105,20D,0.068646,20251203,OUTCOME_LABEL_ONLY
600795,20251105,60D,-0.144712,20260128,OUTCOME_LABEL_ONLY
002311,20251105,5D,0.026831,20251112,OUTCOME_LABEL_ONLY
002311,20251105,20D,-0.051757,20251203,OUTCOME_LABEL_ONLY
002311,20251105,60D,-0.130864,20260128,OUTCOME_LABEL_ONLY
601698,20251105,5D,0.02699,20251112,OUTCOME_LABEL_ONLY
601698,20251105,20D,-0.05215,20251203,OUTCOME_LABEL_ONLY
601698,20251105,60D,0.718207,20260128,OUTCOME_LABEL_ONLY
000977,20251105,5D,-0.038074,20251112,OUTCOME_LABEL_ONLY
000977,20251105,20D,-0.034394,20251203,OUTCOME_LABEL_ONLY
000977,20251105,60D,0.037754,20260128,OUTCOME_LABEL_ONLY
688183,20251105,5D,-0.09415,20251112,OUTCOME_LABEL_ONLY
688183,20251105,20D,-0.139122,20251203,OUTCOME_LABEL_ONLY
688183,20251105,60D,-0.147806,20260128,OUTCOME_LABEL_ONLY
600958,20251105,5D,-0.004669,20251112,OUTCOME_LABEL_ONLY
600958,20251105,20D,-0.047619,20251203,OUTCOME_LABEL_ONLY
600958,20251105,60D,-0.037348,20260128,OUTCOME_LABEL_ONLY
600160,20251105,5D,0.049985,20251112,OUTCOME_LABEL_ONLY
600160,20251105,20D,0.011972,20251203,OUTCOME_LABEL_ONLY
600160,20251105,60D,0.226579,20260128,OUTCOME_LABEL_ONLY
000895,20251105,5D,0.035949,20251112,OUTCOME_LABEL_ONLY
000895,20251105,20D,0.055276,20251203,OUTCOME_LABEL_ONLY
000895,20251105,60D,-0.011596,20260128,OUTCOME_LABEL_ONLY
000100,20251105,5D,0.02331,20251112,OUTCOME_LABEL_ONLY
000100,20251105,20D,0.011655,20251203,OUTCOME_LABEL_ONLY
000100,20251105,60D,0.179487,20260128,OUTCOME_LABEL_ONLY
002466,20251105,5D,-0.003132,20251112,OUTCOME_LABEL_ONLY
002466,20251105,20D,-0.056569,20251203,OUTCOME_LABEL_ONLY
002466,20251105,60D,0.126036,20260128,OUTCOME_LABEL_ONLY
601360,20251105,5D,0.014151,20251112,OUTCOME_LABEL_ONLY
601360,20251105,20D,-0.024371,20251203,OUTCOME_LABEL_ONLY
601360,20251105,60D,-0.04717,20260128,OUTCOME_LABEL_ONLY
600600,20251105,5D,0.018851,20251112,OUTCOME_LABEL_ONLY
600600,20251105,20D,-0.017625,20251203,OUTCOME_LABEL_ONLY
600600,20251105,60D,-0.076475,20260128,OUTCOME_LABEL_ONLY
688072,20251105,5D,0.099387,20251112,OUTCOME_LABEL_ONLY
688072,20251105,20D,-0.071567,20251203,OUTCOME_LABEL_ONLY
688072,20251105,60D,0.218569,20260128,OUTCOME_LABEL_ONLY
600039,20251105,5D,-0.015075,20251112,OUTCOME_LABEL_ONLY
600039,20251105,20D,-0.050251,20251203,OUTCOME_LABEL_ONLY
600039,20251105,60D,-0.033166,20260128,OUTCOME_LABEL_ONLY
600048,20251105,5D,0.012535,20251112,OUTCOME_LABEL_ONLY
600048,20251105,20D,-0.100279,20251203,OUTCOME_LABEL_ONLY
600048,20251105,60D,-0.052925,20260128,OUTCOME_LABEL_ONLY
000408,20251105,5D,0.034773,20251112,OUTCOME_LABEL_ONLY
000408,20251105,20D,0.184297,20251203,OUTCOME_LABEL_ONLY
000408,20251105,60D,0.637994,20260128,OUTCOME_LABEL_ONLY
601825,20251105,5D,0.020316,20251112,OUTCOME_LABEL_ONLY
601825,20251105,20D,0.066591,20251203,OUTCOME_LABEL_ONLY
601825,20251105,60D,-0.060948,20260128,OUTCOME_LABEL_ONLY
601788,20251105,5D,-0.011376,20251112,OUTCOME_LABEL_ONLY
601788,20251105,20D,-0.073131,20251203,OUTCOME_LABEL_ONLY
601788,20251105,60D,-0.092091,20260128,OUTCOME_LABEL_ONLY
688082,20251105,5D,-0.034783,20251112,OUTCOME_LABEL_ONLY
688082,20251105,20D,-0.106456,20251203,OUTCOME_LABEL_ONLY
688082,20251105,60D,0.137937,20260128,OUTCOME_LABEL_ONLY
001979,20251105,5D,0.049569,20251112,OUTCOME_LABEL_ONLY
001979,20251105,20D,0.011853,20251203,OUTCOME_LABEL_ONLY
001979,20251105,60D,0.085129,20260128,OUTCOME_LABEL_ONLY
601916,20251105,5D,0.009804,20251112,OUTCOME_LABEL_ONLY
601916,20251105,20D,0.01634,20251203,OUTCOME_LABEL_ONLY
601916,20251105,60D,-0.04902,20260128,OUTCOME_LABEL_ONLY
300450,20251105,5D,-0.066466,20251112,OUTCOME_LABEL_ONLY
300450,20251105,20D,-0.110902,20251203,OUTCOME_LABEL_ONLY
300450,20251105,60D,0.120316,20260128,OUTCOME_LABEL_ONLY
