factor_id,ticker,rebalance_date,score,rank,bucket,score_available_at,source_artifact_ref,signal_role
F54,000977,2026-05-06,1.642158,3,3,2026-05-06,lane_formula_contract,FACTOR_SIGNAL_ONLY
F54,002050,2026-05-06,1.933012,2,2,2026-05-06,lane_formula_contract,FACTOR_SIGNAL_ONLY
F54,002472,2026-05-06,2.053613,1,1,2026-05-06,lane_formula_contract,FACTOR_SIGNAL_ONLY
F54,588000,2026-05-06,-0.992194,5,5,2026-05-06,lane_formula_contract,FACTOR_SIGNAL_ONLY
F54,601899,2026-05-06,-0.518032,4,4,2026-05-06,lane_formula_contract,FACTOR_SIGNAL_ONLY
