rebalance_date,ticker,mechanics_score,mechanics_bucket,used_factor_count,used_factors,source_mode,generation_method
20210831,000657,12.0416,HIGH,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000598,12.0038,HIGH,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000039,11.9605,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000538,11.9098,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000713,11.7398,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000893,11.7366,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000518,11.7314,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000506,11.6736,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000034,11.6678,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000680,11.6557,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000816,11.5446,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000509,11.4996,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000895,11.3354,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000929,11.2768,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000755,11.1965,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000151,11.1527,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000547,11.118,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000672,11.0446,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000923,10.9369,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000526,10.8378,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000718,10.6814,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000791,10.6675,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000682,10.6645,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
20210831,000883,10.6323,MID,2,"momentum,turnover",REAL_HISTORICAL_FEATURES_ONLY,V13_5_3_MONTHLY_REBALANCE_MECHANICS_BUCKET
