exchange,trade_date,is_open,source_name,source_type,source_file,source_hash,as_of_date
STAR,20240623,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
STAR,20240624,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
STAR,20240625,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
STAR,20240626,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
STAR,20240627,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
STAR,20240628,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240102,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240103,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240104,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240105,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240106,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
