factor_id,ticker,rebalance_date,score,rank,bucket,score_available_at,source_artifact_ref,signal_role
F51,002472,2026-05-06,-8.6,1,2,2026-05-06,data/tushare/fundamentals,FACTOR_SIGNAL_ONLY
F51,601899,2026-05-06,-8.6,2,3,2026-05-06,data/tushare/fundamentals,FACTOR_SIGNAL_ONLY
F51,000977,2026-05-06,-8.6,3,4,2026-05-06,data/tushare/fundamentals,FACTOR_SIGNAL_ONLY
F51,002050,2026-05-06,-8.6,4,5,2026-05-06,data/tushare/fundamentals,FACTOR_SIGNAL_ONLY
